"","date","year","month","day","site","mpa","observer","transect","common_name","sizeclass","count","fish_spp","common_family","foodweb","a","b","biomass","density"
"15182",NA,2020,"July",28,"Sailfin","Outside","BC",6,"Striped",10,"6","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","99.26778","0.05"
"15183",NA,2020,"July",28,"Sailfin","Outside","BC",6,"Yellowhead Wrasse",10,"6","Halichoeres garnoti","Wrasse","Omnivore","0.01","3.14","82.82306","0.05"
"15184",NA,2020,"July",28,"Sailfin","Outside","BC",6,"Yellowtail Damselfish",10,"2","Microspathodon chrysurus","Damselfish","Herbivore","0.02291","3.02","47.97944","0.01667"
"15185",NA,2020,"July",30,"westpoint","Inside","RL",1,"Blue Tang",20,"6","Acanthurus coeruleus","Surgeonfish","Herbivore","0.0324","2.95","1338.8587","0.05"
"15186",NA,2020,"July",30,"westpoint","Inside","RL",1,"Black Durgon",20,"4","Melichthys niger","Triggerfish","Omnivore","0.0257","2.94","687.10214","0.03333"
"15187",NA,2020,"July",30,"westpoint","Inside","RL",1,"Queen Triggerfish",20,"2","Balistes vetula","Triggerfish","Carnivore","0.0398","2.88","444.50788","0.01667"
"15188",NA,2020,"July",30,"westpoint","Inside","RL",1,"Spanish Hogfish",20,"2","Bodianus rufus","Wrasse","Carnivore","0.0166","3.08","337.52852","0.01667"
"15189",NA,2020,"July",30,"westpoint","Inside","RL",1,"Yellowhead Wrasse",20,"4","Halichoeres garnoti","Wrasse","Omnivore","0.01","3.14","486.7368","0.03333"
"15190",NA,2020,"July",30,"westpoint","Inside","RL",2,"Princess",20,"14","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","2146.38756","0.11667"
"15191",NA,2020,"July",30,"westpoint","Inside","RL",2,"Redband",20,"10","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","1467.0008","0.08333"
"15192",NA,2020,"July",30,"westpoint","Inside","RL",2,"Redtail",20,"18","Sparisoma chrysopterum","Parrotfish","Herbivore","0.0129","3.1","2506.42782","0.15"
"15193",NA,2020,"July",30,"westpoint","Inside","RL",2,"Stoplight",20,"4","Sparisoma viride","Parrotfish","Herbivore","0.0257","2.93","666.82366","0.03333"
"15194",NA,2020,"July",30,"westpoint","Inside","RL",2,"Striped",20,"10","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","1342.04684","0.08333"
"15195",NA,2020,"July",30,"westpoint","Inside","RL",2,"Ocean Triggerfish",20,"2","Canthidermis sufflamen","Triggerfish","Carnivore","0.0427","2.84","423.04158","0.01667"
"15196",NA,2020,"July",30,"westpoint","Inside","RL",3,"Spanish Hogfish",20,"2","Bodianus rufus","Wrasse","Carnivore","0.0166","3.08","337.52852","0.01667"
"15197",NA,2020,"July",30,"westpoint","Inside","RL",3,"Yellowhead Wrasse",20,"2","Halichoeres garnoti","Wrasse","Omnivore","0.01","3.14","243.3684","0.01667"
"15198",NA,2020,"July",30,"jigsaw","Outside","RL",1,"Caesar",20,"6","Haemulon carbonarium","Grunt","Carnivore","0.01622","2.99","755.58232","0.05"
"15199",NA,2020,"July",30,"jigsaw","Outside","RL",1,"French",20,"2","Pomacanthus paru","Angelfish","Omnivore","0.049","2.96","695.46434","0.01667"
"15200",NA,2020,"July",30,"jigsaw","Outside","RL",1,"White Grunt",20,"6","Haemulon plumierii","Grunt","Carnivore","0.02","2.96","851.58898","0.05"
"15201",NA,2020,"July",30,"jigsaw","Outside","RL",1,"Princess",20,"4","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","613.2536","0.03333"
"15202",NA,2020,"July",30,"jigsaw","Outside","RL",1,"Redband",20,"2","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","293.40016","0.01667"
"15203",NA,2020,"July",30,"jigsaw","Outside","RL",1,"Graysby",20,"2","Cephalopholis cruentata","Grouper","Carnivore","0.011","3.11","244.6955","0.01667"
"15204",NA,2020,"July",30,"jigsaw","Outside","RL",1,"Schoolmaster",20,"6","Lutjanus apodus","Snapper","Carnivore","0.0182","3","873.6","0.05"
"15205",NA,2020,"July",30,"jigsaw","Outside","RL",1,"Ocean Triggerfish",20,"2","Canthidermis sufflamen","Triggerfish","Carnivore","0.0427","2.84","423.04158","0.01667"
"15206",NA,2020,"July",30,"jigsaw","Outside","RL",2,"French",20,"6","Pomacanthus paru","Angelfish","Omnivore","0.049","2.96","2086.393","0.05"
"15207",NA,2020,"July",30,"jigsaw","Outside","RL",2,"Striped",20,"4","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","536.81874","0.03333"
"15208",NA,2020,"July",30,"jigsaw","Outside","RL",3,"Princess",20,"2","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","306.6268","0.01667"
"15209",NA,2020,"July",30,"jigsaw","Outside","RL",3,"Redband",20,"4","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","586.80032","0.03333"
"15210",NA,2020,"July",30,"jigsaw","Outside","RL",3,"Striped",20,"2","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","268.40936","0.01667"
"15211",NA,2020,"July",30,"jigsaw","Outside","RL",3,"Yellowtail",20,"2","Sparisoma rubripinne","Parrotfish","Herbivore","0.0178","3.02","302.38524","0.01667"
"15212",NA,2020,"July",30,"jigsaw","Outside","RL",3,"Spanish Hogfish",20,"2","Bodianus rufus","Wrasse","Carnivore","0.0166","3.08","337.52852","0.01667"
"15213",NA,2020,"July",30,"jigsaw","Outside","RL",3,"Yellowhead Wrasse",20,"2","Halichoeres garnoti","Wrasse","Omnivore","0.01","3.14","243.3684","0.01667"
"15214",NA,2020,"July",30,"jigsaw","Outside","RL",3,"Bar Jack",20,"2","Caranx ruber","Jacks","Herbivore","0.0158","2.99","245.3391","0.01667"
"15215",NA,2020,"July",30,"jigsaw","Outside","RL",4,"Caesar",20,"2","Haemulon carbonarium","Grunt","Carnivore","0.01622","2.99","251.86078","0.01667"
"15216",NA,2020,"July",30,"jigsaw","Outside","RL",4,"French",20,"4","Pomacanthus paru","Angelfish","Omnivore","0.049","2.96","1390.92866","0.03333"
"15217",NA,2020,"July",30,"jigsaw","Outside","RL",4,"White Grunt",20,"2","Haemulon plumierii","Grunt","Carnivore","0.02","2.96","283.863","0.01667"
"15218",NA,2020,"July",30,"jigsaw","Outside","RL",4,"Princess",20,"2","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","306.6268","0.01667"
"15219",NA,2020,"July",30,"jigsaw","Outside","RL",4,"Redband",20,"2","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","293.40016","0.01667"
"15220",NA,2020,"July",30,"jigsaw","Outside","RL",4,"Mahogany",20,"4","Lutjanus mahogoni","Snapper","Carnivore","0.0617","2.65","691.94988","0.03333"
"15221",NA,2020,"July",30,"jigsaw","Outside","RL",4,"Yellowtail",20,"2","Sparisoma rubripinne","Parrotfish","Herbivore","0.0178","3.02","302.38524","0.01667"
"15222",NA,2020,"July",30,"jigsaw","Outside","RL",4,"Bar Jack",20,"4","Caranx ruber","Jacks","Herbivore","0.0158","2.99","490.6782","0.03333"
"15223",NA,2020,"July",30,"jigsaw","Outside","RL",5,"Redband",20,"4","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","586.80032","0.03333"
"15224",NA,2020,"July",30,"jigsaw","Outside","RL",5,"Yellowhead Wrasse",20,"2","Halichoeres garnoti","Wrasse","Omnivore","0.01","3.14","243.3684","0.01667"
"15225",NA,2020,"July",30,"jigsaw","Outside","RL",6,"Princess",20,"4","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","613.2536","0.03333"
"15226",NA,2020,"July",30,"jigsaw","Outside","RL",6,"Graysby",20,"2","Cephalopholis cruentata","Grouper","Carnivore","0.011","3.11","244.6955","0.01667"
"15227",NA,2020,"July",30,"jigsaw","Outside","RL",6,"Slippery Dick",20,"2","Halichoeres bivittatus","Wrasse","Carnivore","0.0112","3.05","208.15628","0.01667"
"15228",NA,2020,"July",30,"jigsaw","Outside","RL",6,"Yellowhead Wrasse",20,"2","Halichoeres garnoti","Wrasse","Omnivore","0.01","3.14","243.3684","0.01667"
"15229",NA,2020,"July",30,"marilyns_cut","Inside","RL",1,"Princess",20,"8","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","1226.50718","0.06667"
"15230",NA,2020,"July",30,"marilyns_cut","Inside","RL",1,"Striped",20,"6","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","805.2281","0.05"
"15231",NA,2020,"July",30,"marilyns_cut","Inside","RL",1,"Blue Tang",20,"6","Acanthurus coeruleus","Surgeonfish","Herbivore","0.0324","2.95","1338.8587","0.05"
"15232",NA,2020,"July",30,"marilyns_cut","Inside","RL",1,"Black Durgon",20,"2","Melichthys niger","Triggerfish","Omnivore","0.0257","2.94","343.55108","0.01667"
"15233",NA,2020,"July",30,"marilyns_cut","Inside","RL",1,"Slippery Dick",20,"6","Halichoeres bivittatus","Wrasse","Carnivore","0.0112","3.05","624.46882","0.05"
"15234",NA,2020,"July",30,"marilyns_cut","Inside","RL",2,"Graysby",20,"4","Cephalopholis cruentata","Grouper","Carnivore","0.011","3.11","489.39098","0.03333"
"15235",NA,2020,"July",30,"marilyns_cut","Inside","RL",2,"Black Durgon",20,"2","Melichthys niger","Triggerfish","Omnivore","0.0257","2.94","343.55108","0.01667"
"15236",NA,2020,"July",30,"marilyns_cut","Inside","RL",3,"Princess",20,"2","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","306.6268","0.01667"
"15237",NA,2020,"July",30,"marilyns_cut","Inside","RL",3,"Redband",20,"2","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","293.40016","0.01667"
"15238",NA,2020,"July",30,"marilyns_cut","Inside","RL",3,"Striped",20,"2","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","268.40936","0.01667"
"15239",NA,2020,"July",30,"marilyns_cut","Inside","RL",3,"Blue Tang",20,"2","Acanthurus coeruleus","Surgeonfish","Herbivore","0.0324","2.95","446.28624","0.01667"
"15240",NA,2020,"July",30,"marilyns_cut","Inside","RL",3,"Black Durgon",20,"2","Melichthys niger","Triggerfish","Omnivore","0.0257","2.94","343.55108","0.01667"
"15241",NA,2020,"July",30,"marilyns_cut","Inside","RL",3,"Bar Jack",20,"2","Caranx ruber","Jacks","Herbivore","0.0158","2.99","245.3391","0.01667"
"15242",NA,2020,"July",30,"marilyns_cut","Inside","RL",4,"Redband",20,"2","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","293.40016","0.01667"
"15243",NA,2020,"July",30,"marilyns_cut","Inside","RL",4,"Striped",20,"10","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","1342.04684","0.08333"
"15244",NA,2020,"July",30,"marilyns_cut","Inside","RL",4,"Graysby",20,"2","Cephalopholis cruentata","Grouper","Carnivore","0.011","3.11","244.6955","0.01667"
"15245",NA,2020,"July",30,"coral_city","Outside","RL",1,"Princess",20,"10","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","1533.13398","0.08333"
"15246",NA,2020,"July",30,"coral_city","Outside","RL",1,"Redband",20,"4","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","586.80032","0.03333"
"15247",NA,2020,"July",30,"coral_city","Outside","RL",1,"Stoplight",20,"4","Sparisoma viride","Parrotfish","Herbivore","0.0257","2.93","666.82366","0.03333"
"15248",NA,2020,"July",30,"coral_city","Outside","RL",1,"Black Durgon",20,"4","Melichthys niger","Triggerfish","Omnivore","0.0257","2.94","687.10214","0.03333"
"15249",NA,2020,"July",30,"coral_city","Outside","RL",2,"French",20,"4","Pomacanthus paru","Angelfish","Omnivore","0.049","2.96","1390.92866","0.03333"
"15250",NA,2020,"July",30,"coral_city","Outside","RL",2,"Princess",20,"8","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","1226.50718","0.06667"
"15251",NA,2020,"July",30,"coral_city","Outside","RL",2,"Redband",20,"8","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","1173.60064","0.06667"
"15252",NA,2020,"July",30,"coral_city","Outside","RL",2,"Stoplight",20,"4","Sparisoma viride","Parrotfish","Herbivore","0.0257","2.93","666.82366","0.03333"
"15253",NA,2020,"July",30,"coral_city","Outside","RL",2,"Blue Tang",20,"4","Acanthurus coeruleus","Surgeonfish","Herbivore","0.0324","2.95","892.57248","0.03333"
"15254",NA,2020,"July",30,"coral_city","Outside","RL",2,"Black Durgon",20,"6","Melichthys niger","Triggerfish","Omnivore","0.0257","2.94","1030.65322","0.05"
"15255",NA,2020,"July",30,"coral_city","Outside","RL",3,"Princess",20,"14","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","2146.38756","0.11667"
"15256",NA,2020,"July",30,"coral_city","Outside","RL",3,"Redband",20,"2","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","293.40016","0.01667"
"15257",NA,2020,"July",30,"coral_city","Outside","RL",3,"Redtail",20,"8","Sparisoma chrysopterum","Parrotfish","Herbivore","0.0129","3.1","1113.96792","0.06667"
"15258",NA,2020,"July",30,"coral_city","Outside","RL",3,"Stoplight",20,"4","Sparisoma viride","Parrotfish","Herbivore","0.0257","2.93","666.82366","0.03333"
"15259",NA,2020,"July",30,"coral_city","Outside","RL",3,"Striped",20,"6","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","805.2281","0.05"
"15260",NA,2020,"July",30,"coral_city","Outside","RL",3,"Blue Tang",20,"2","Acanthurus coeruleus","Surgeonfish","Herbivore","0.0324","2.95","446.28624","0.01667"
"15261",NA,2020,"July",30,"coral_city","Outside","RL",3,"Black Durgon",20,"6","Melichthys niger","Triggerfish","Omnivore","0.0257","2.94","1030.65322","0.05"
"15262",NA,2020,"July",30,"coral_city","Outside","RL",3,"Bar Jack",20,"6","Caranx ruber","Jacks","Herbivore","0.0158","2.99","736.0173","0.05"
"15263",NA,2020,"July",30,"coral_city","Outside","RL",4,"Princess",20,"4","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","613.2536","0.03333"
"15264",NA,2020,"July",30,"coral_city","Outside","RL",4,"Redband",20,"4","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","586.80032","0.03333"
"15265",NA,2020,"July",30,"coral_city","Outside","RL",4,"Redtail",20,"2","Sparisoma chrysopterum","Parrotfish","Herbivore","0.0129","3.1","278.49198","0.01667"
"15266",NA,2020,"July",30,"coral_city","Outside","RL",4,"Stoplight",20,"8","Sparisoma viride","Parrotfish","Herbivore","0.0257","2.93","1333.64732","0.06667"
"15267",NA,2020,"July",30,"marthas","Outside","RL",1,"French",20,"2","Pomacanthus paru","Angelfish","Omnivore","0.049","2.96","695.46434","0.01667"
"15268",NA,2020,"July",30,"marthas","Outside","RL",1,"Princess",20,"2","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","306.6268","0.01667"
"15269",NA,2020,"July",30,"marthas","Outside","RL",1,"Stoplight",20,"2","Sparisoma viride","Parrotfish","Herbivore","0.0257","2.93","333.41184","0.01667"
"15270",NA,2020,"July",30,"marthas","Outside","RL",1,"Schoolmaster",20,"2","Lutjanus apodus","Snapper","Carnivore","0.0182","3","291.2","0.01667"
"15271",NA,2020,"July",30,"marthas","Outside","RL",2,"Caesar",20,"6","Haemulon carbonarium","Grunt","Carnivore","0.01622","2.99","755.58232","0.05"
"15272",NA,2020,"July",30,"marthas","Outside","RL",2,"French",20,"2","Pomacanthus paru","Angelfish","Omnivore","0.049","2.96","695.46434","0.01667"
"15273",NA,2020,"July",30,"marthas","Outside","RL",2,"Princess",20,"4","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","613.2536","0.03333"
"15274",NA,2020,"July",30,"marthas","Outside","RL",2,"Stoplight",20,"2","Sparisoma viride","Parrotfish","Herbivore","0.0257","2.93","333.41184","0.01667"
"15275",NA,2020,"July",30,"marthas","Outside","RL",2,"Striped",20,"6","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","805.2281","0.05"
"15276",NA,2020,"July",30,"marthas","Outside","RL",3,"Princess",20,"6","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","919.88038","0.05"
"15277",NA,2020,"July",30,"marthas","Outside","RL",3,"Redband",20,"4","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","586.80032","0.03333"
"15278",NA,2020,"July",30,"marthas","Outside","RL",3,"Striped",20,"4","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","536.81874","0.03333"
"15279",NA,2020,"July",30,"marthas","Outside","RL",4,"Princess",20,"4","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","613.2536","0.03333"
"15280",NA,2020,"July",30,"marthas","Outside","RL",4,"Blue Tang",20,"2","Acanthurus coeruleus","Surgeonfish","Herbivore","0.0324","2.95","446.28624","0.01667"
"15281",NA,2020,"July",30,"marthas","Outside","RL",4,"Yellowhead Wrasse",20,"2","Halichoeres garnoti","Wrasse","Omnivore","0.01","3.14","243.3684","0.01667"
"15282",NA,2020,"July",30,"marthas","Outside","RL",4,"Bar Jack",20,"6","Caranx ruber","Jacks","Herbivore","0.0158","2.99","736.0173","0.05"
"15283",NA,2020,"July",30,"grundys","Inside","RL",1,"Caesar",20,"10","Haemulon carbonarium","Grunt","Carnivore","0.01622","2.99","1259.30386","0.08333"
"15284",NA,2020,"July",30,"grundys","Inside","RL",1,"Princess",20,"2","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","306.6268","0.01667"
"15285",NA,2020,"July",30,"grundys","Inside","RL",1,"Queen",20,"4","Holacanthus ciliaris","Angelfish","Omnivore","0.03311","2.88","739.58068","0.03333"
"15286",NA,2020,"July",30,"grundys","Inside","RL",1,"Redband",20,"4","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","586.80032","0.03333"
"15287",NA,2020,"July",30,"grundys","Inside","RL",1,"Redtail",20,"4","Sparisoma chrysopterum","Parrotfish","Herbivore","0.0129","3.1","556.98396","0.03333"
"15288",NA,2020,"July",30,"grundys","Inside","RL",1,"Graysby",20,"2","Cephalopholis cruentata","Grouper","Carnivore","0.011","3.11","244.6955","0.01667"
"15289",NA,2020,"July",30,"grundys","Inside","RL",1,"Blue Tang",20,"2","Acanthurus coeruleus","Surgeonfish","Herbivore","0.0324","2.95","446.28624","0.01667"
"15290",NA,2020,"July",30,"grundys","Inside","RL",1,"Bar Jack",20,"4","Caranx ruber","Jacks","Herbivore","0.0158","2.99","490.6782","0.03333"
"15291",NA,2020,"July",30,"grundys","Inside","RL",1,"Bermuda or Yellow Chub",20,"2","Kyphosus spp.","Chub","Carnivore","0.0138","3.03","241.56276","0.01667"
"15292",NA,2020,"July",30,"grundys","Inside","RL",2,"French",20,"4","Pomacanthus paru","Angelfish","Omnivore","0.049","2.96","1390.92866","0.03333"
"15293",NA,2020,"July",30,"grundys","Inside","RL",2,"Princess",20,"2","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","306.6268","0.01667"
"15294",NA,2020,"July",30,"grundys","Inside","RL",2,"Queen",20,"2","Holacanthus ciliaris","Angelfish","Omnivore","0.03311","2.88","369.79034","0.01667"
"15295",NA,2020,"July",30,"grundys","Inside","RL",2,"Redtail",20,"2","Sparisoma chrysopterum","Parrotfish","Herbivore","0.0129","3.1","278.49198","0.01667"
"15296",NA,2020,"July",30,"grundys","Inside","RL",2,"Stoplight",20,"4","Sparisoma viride","Parrotfish","Herbivore","0.0257","2.93","666.82366","0.03333"
"15297",NA,2020,"July",30,"grundys","Inside","RL",2,"Striped",20,"2","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","268.40936","0.01667"
"15298",NA,2020,"July",30,"grundys","Inside","RL",2,"Graysby",20,"2","Cephalopholis cruentata","Grouper","Carnivore","0.011","3.11","244.6955","0.01667"
"15299",NA,2020,"July",30,"grundys","Inside","RL",2,"Schoolmaster",20,"10","Lutjanus apodus","Snapper","Carnivore","0.0182","3","1456","0.08333"
"15300",NA,2020,"July",30,"grundys","Inside","RL",3,"French",20,"2","Pomacanthus paru","Angelfish","Omnivore","0.049","2.96","695.46434","0.01667"
"15301",NA,2020,"July",30,"grundys","Inside","RL",3,"Princess",20,"2","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","306.6268","0.01667"
"15302",NA,2020,"July",30,"grundys","Inside","RL",3,"Redband",20,"2","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","293.40016","0.01667"
"15303",NA,2020,"July",30,"grundys","Inside","RL",3,"Striped",20,"2","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","268.40936","0.01667"
"15304",NA,2020,"July",30,"grundys","Inside","RL",3,"Graysby",20,"2","Cephalopholis cruentata","Grouper","Carnivore","0.011","3.11","244.6955","0.01667"
"15305",NA,2020,"July",30,"grundys","Inside","RL",3,"Blue Tang",20,"2","Acanthurus coeruleus","Surgeonfish","Herbivore","0.0324","2.95","446.28624","0.01667"
"15306",NA,2020,"July",30,"grundys","Inside","RL",4,"Redtail",20,"4","Sparisoma chrysopterum","Parrotfish","Herbivore","0.0129","3.1","556.98396","0.03333"
"15307",NA,2020,"July",30,"grundys","Inside","RL",4,"Ballonfish",20,"2","Diodon holocanthus","Porcupinefish","Carnivore","0.0631","2.83","606.70034","0.01667"
"15308",NA,2020,"August",2,"pauls_anchor","Inside","RL",1,"Rock Beauty",20,"2","Holacanthus tricolor","Angelfish","Omnivore","0.0331","2.95","455.92822","0.01667"
"15309",NA,2020,"August",2,"pauls_anchor","Inside","RL",1,"Princess",20,"8","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","1226.50718","0.06667"
"15310",NA,2020,"August",2,"pauls_anchor","Inside","RL",1,"Redband",20,"8","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","1173.60064","0.06667"
"15311",NA,2020,"August",2,"pauls_anchor","Inside","RL",1,"Stoplight",20,"2","Sparisoma viride","Parrotfish","Herbivore","0.0257","2.93","333.41184","0.01667"
"15312",NA,2020,"August",2,"pauls_anchor","Inside","RL",1,"Striped",20,"4","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","536.81874","0.03333"
"15313",NA,2020,"August",2,"pauls_anchor","Inside","RL",1,"Blue Tang",20,"8","Acanthurus coeruleus","Surgeonfish","Herbivore","0.0324","2.95","1785.14494","0.06667"
"15314",NA,2020,"August",2,"pauls_anchor","Inside","RL",1,"Ocean",20,"2","Acanthurus tractus","Surgeonfish","Herbivore","0.0257","2.9","304.75448","0.01667"
"15315",NA,2020,"August",2,"pauls_anchor","Inside","RL",1,"Yellowhead Wrasse",20,"8","Halichoeres garnoti","Wrasse","Omnivore","0.01","3.14","973.47358","0.06667"
"15316",NA,2020,"August",2,"pauls_anchor","Inside","RL",2,"Princess",20,"8","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","1226.50718","0.06667"
"15317",NA,2020,"August",2,"pauls_anchor","Inside","RL",2,"Redband",20,"8","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","1173.60064","0.06667"
"15318",NA,2020,"August",2,"pauls_anchor","Inside","RL",2,"Stoplight",20,"4","Sparisoma viride","Parrotfish","Herbivore","0.0257","2.93","666.82366","0.03333"
"15319",NA,2020,"August",2,"pauls_anchor","Inside","RL",2,"Striped",20,"6","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","805.2281","0.05"
"15320",NA,2020,"August",2,"pauls_anchor","Inside","RL",2,"Graysby",20,"2","Cephalopholis cruentata","Grouper","Carnivore","0.011","3.11","244.6955","0.01667"
"15321",NA,2020,"August",2,"pauls_anchor","Inside","RL",2,"Blue Tang",20,"2","Acanthurus coeruleus","Surgeonfish","Herbivore","0.0324","2.95","446.28624","0.01667"
"15322",NA,2020,"August",2,"pauls_anchor","Inside","RL",2,"Ocean",20,"6","Acanthurus tractus","Surgeonfish","Herbivore","0.0257","2.9","914.26346","0.05"
"15323",NA,2020,"August",2,"pauls_anchor","Inside","RL",2,"Black Durgon",20,"4","Melichthys niger","Triggerfish","Omnivore","0.0257","2.94","687.10214","0.03333"
"15324",NA,2020,"August",2,"pauls_anchor","Inside","RL",2,"Yellowhead Wrasse",20,"2","Halichoeres garnoti","Wrasse","Omnivore","0.01","3.14","243.3684","0.01667"
"15325",NA,2020,"August",2,"pauls_anchor","Inside","RL",3,"Princess",20,"6","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","919.88038","0.05"
"15326",NA,2020,"August",2,"pauls_anchor","Inside","RL",3,"Redband",20,"6","Sparisoma aurofrenatum","Parrotfish","Herbivore","0.0117","3.15","880.20048","0.05"
"15327",NA,2020,"August",2,"pauls_anchor","Inside","RL",3,"Stoplight",20,"2","Sparisoma viride","Parrotfish","Herbivore","0.0257","2.93","333.41184","0.01667"
"15328",NA,2020,"August",2,"pauls_anchor","Inside","RL",3,"Striped",20,"2","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","268.40936","0.01667"
"15329",NA,2020,"August",2,"pauls_anchor","Inside","RL",3,"Graysby",20,"2","Cephalopholis cruentata","Grouper","Carnivore","0.011","3.11","244.6955","0.01667"
"15330",NA,2020,"August",2,"pauls_anchor","Inside","RL",3,"Ocean",20,"6","Acanthurus tractus","Surgeonfish","Herbivore","0.0257","2.9","914.26346","0.05"
"15331",NA,2020,"August",2,"pauls_anchor","Inside","RL",3,"Yellowhead Wrasse",20,"4","Halichoeres garnoti","Wrasse","Omnivore","0.01","3.14","486.7368","0.03333"
"15332",NA,2020,"August",2,"pauls_anchor","Inside","RL",4,"French",20,"2","Pomacanthus paru","Angelfish","Omnivore","0.049","2.96","695.46434","0.01667"
"15333",NA,2020,"August",2,"pauls_anchor","Inside","RL",4,"Princess",20,"8","Scarus taeniopterus","Parrotfish","Herbivore","0.017","3.04","1226.50718","0.06667"
"15334",NA,2020,"August",2,"pauls_anchor","Inside","RL",4,"Striped",20,"4","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","536.81874","0.03333"
"15335",NA,2020,"August",2,"pauls_anchor","Inside","RL",4,"Blue Tang",20,"4","Acanthurus coeruleus","Surgeonfish","Herbivore","0.0324","2.95","892.57248","0.03333"
"15336",NA,2020,"August",2,"pauls_anchor","Inside","RL",4,"Black Durgon",20,"2","Melichthys niger","Triggerfish","Omnivore","0.0257","2.94","343.55108","0.01667"
"15337",NA,2020,"August",2,"pauls_anchor","Inside","RL",4,"Yellowhead Wrasse",20,"4","Halichoeres garnoti","Wrasse","Omnivore","0.01","3.14","486.7368","0.03333"
"15338",NA,2020,"August",2,"meadows","Inside","RL",1,"French",20,"2","Pomacanthus paru","Angelfish","Omnivore","0.049","2.96","695.46434","0.01667"
"15339",NA,2020,"August",2,"meadows","Inside","RL",1,"Redtail",20,"4","Sparisoma chrysopterum","Parrotfish","Herbivore","0.0129","3.1","556.98396","0.03333"
"15340",NA,2020,"August",2,"meadows","Inside","RL",1,"Stoplight",20,"2","Sparisoma viride","Parrotfish","Herbivore","0.0257","2.93","333.41184","0.01667"
"15341",NA,2020,"August",2,"meadows","Inside","RL",1,"Striped",20,"8","Scarus iseri","Parrotfish","Herbivore","0.0158","3.02","1073.63748","0.06667"
"15342",NA,2020,"August",2,"meadows","Inside","RL",1,"Coney",20,"2","Cephalopholis fulva","Grouper","Carnivore","0.0148","3.04","266.94568","0.01667"
"15343",NA,2020,"August",2,"meadows","Inside","RL",1,"Graysby",20,"4","Cephalopholis cruentata","Grouper","Carnivore","0.011","3.11","489.39098","0.03333"
"15344",NA,2020,"August",2,"meadows","Inside","RL",1,"Blue Tang",20,"2","Acanthurus coeruleus","Surgeonfish","Herbivore","0.0324","2.95","446.28624","0.01667"
