year,month,day,site,mpa,observer,transect,common_name,sizeclass,count,fish_spp,common_family,foodweb,a,b,biomass,density,Site_Name
2017,NA,NA,Pauls Anchors,Inside ,NA,8,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Paul's Anchor
2017,NA,NA,Pauls Anchors,Inside ,NA,9,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,Paul's Anchor
2017,NA,NA,Pauls Anchors,Inside ,NA,10,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,Paul's Anchor
2017,NA,NA,Pauls Anchors,Inside ,NA,10,Yellowhead Wrasse,10,3,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,41.41153,0.1,Paul's Anchor
2017,NA,NA,Pauls Anchors,Inside ,NA,10,Yellowhead Wrasse,20,3,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,365.0526,0.1,Paul's Anchor
2017,NA,NA,Sailfin,Outside,NA,1,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,2,Yellowhead Wrasse,5,2,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,3.13181,0.066666667,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,3,Yellowhead Wrasse,5,4,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,6.26363,0.133333333,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,3,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,4,Yellowhead Wrasse,5,3,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,4.69772,0.1,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,4,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,4,Yellowhead Wrasse,20,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,121.6842,0.033333333,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,5,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,5,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,6,Yellowhead Wrasse,5,2,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,3.13181,0.066666667,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,6,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,7,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,7,Yellowhead Wrasse,20,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,121.6842,0.033333333,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,8,Yellowhead Wrasse,5,5,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,7.82953,0.166666667,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,8,Yellowhead Wrasse,10,4,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,55.21537,0.133333333,Sailfin Reef
2017,NA,NA,West Point,Outside,NA,1,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,West Point
2017,NA,NA,West Point,Outside,NA,1,Yellowhead Wrasse,10,2,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,27.60769,0.066666667,West Point
2017,NA,NA,West Point,Outside,NA,1,Yellowhead Wrasse,20,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,121.6842,0.033333333,West Point
2017,NA,NA,West Point,Outside,NA,2,Yellowhead Wrasse,10,2,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,27.60769,0.066666667,West Point
2017,NA,NA,ICON,Inside ,NA,9,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,Icon
2017,NA,NA,ICON,Inside ,NA,9,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Icon
2017,NA,NA,ICON,Inside ,NA,9,Yellowhead Wrasse,20,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,121.6842,0.033333333,Icon
2017,NA,NA,ICON,Inside ,NA,10,Yellowhead Wrasse,5,6,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,9.39544,0.2,Icon
2017,NA,NA,ICON,Inside ,NA,10,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Icon
2017,NA,NA,ICON,Inside ,NA,10,Yellowhead Wrasse,20,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,121.6842,0.033333333,Icon
2017,NA,NA,Snapshot,Outside,NA,9,Yellowhead Wrasse,5,4,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,6.26363,0.133333333,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,9,Yellowhead Wrasse,10,4,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,55.21537,0.133333333,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,10,Yellowhead Wrasse,10,2,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,27.60769,0.066666667,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,7,Yellowhead Wrasse,5,5,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,7.82953,0.166666667,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,7,Yellowhead Wrasse,10,3,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,41.41153,0.1,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,7,Yellowhead Wrasse,20,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,121.6842,0.033333333,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,8,Yellowhead Wrasse,5,3,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,4.69772,0.1,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,8,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,1,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,1,Yellowhead Wrasse,10,2,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,27.60769,0.066666667,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,2,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,2,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,2,Yellowhead Wrasse,20,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,121.6842,0.033333333,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,5,Yellowhead Wrasse,5,3,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,4.69772,0.1,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,5,Yellowhead Wrasse,10,3,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,41.41153,0.1,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,6,Yellowhead Wrasse,5,6,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,9.39544,0.2,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,6,Yellowhead Wrasse,10,4,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,55.21537,0.133333333,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,6,Yellowhead Wrasse,20,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,121.6842,0.033333333,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,3,Yellowhead Wrasse,5,2,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,3.13181,0.066666667,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,3,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Snap Shot
2017,NA,NA,Snapshot,Outside,NA,4,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,Snap Shot
2017,NA,NA,Mixing Bowl,Inside ,NA,7,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,Sailfin Miniwall
2017,NA,NA,Mixing Bowl,Inside ,NA,7,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Sailfin Miniwall
2017,NA,NA,Mixing Bowl,Inside ,NA,8,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,Sailfin Miniwall
2017,NA,NA,Mixing Bowl,Inside ,NA,8,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Sailfin Miniwall
2017,NA,NA,Mixing Bowl,Inside ,NA,1,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,Sailfin Miniwall
2017,NA,NA,Mixing Bowl,Inside ,NA,2,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Sailfin Miniwall
2017,NA,NA,Meadows,Inside ,NA,9,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,The Meadows
2017,NA,NA,Meadows,Inside ,NA,9,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,The Meadows
2017,NA,NA,Meadows,Inside ,NA,10,Yellowhead Wrasse,5,2,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,3.13181,0.066666667,The Meadows
2017,NA,NA,Meadows,Inside ,NA,10,Yellowhead Wrasse,10,4,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,55.21537,0.133333333,The Meadows
2017,NA,NA,Meadows,Inside ,NA,10,Yellowhead Wrasse,20,2,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,243.3684,0.066666667,The Meadows
2017,NA,NA,Sailfin,Outside,NA,9,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,10,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Sailfin Reef
2017,NA,NA,Sailfin,Outside,NA,10,Yellowhead Wrasse,20,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,121.6842,0.033333333,Sailfin Reef
2017,NA,NA,Martha's Finyard,Outside,NA,3,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,Martha's Finyard
2017,NA,NA,Martha's Finyard,Outside,NA,3,Yellowhead Wrasse,10,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,13.80384,0.033333333,Martha's Finyard
2017,NA,NA,Martha's Finyard,Outside,NA,3,Yellowhead Wrasse,20,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,121.6842,0.033333333,Martha's Finyard
2017,NA,NA,Martha's Finyard,Outside,NA,4,Yellowhead Wrasse,5,3,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,4.69772,0.1,Martha's Finyard
2017,NA,NA,Martha's Finyard,Outside,NA,4,Yellowhead Wrasse,10,5,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,69.01921,0.166666667,Martha's Finyard
2017,NA,NA,West Point,Outside,NA,7,Yellowhead Wrasse,10,3,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,41.41153,0.1,West Point
2017,NA,NA,West Point,Outside,NA,9,Yellowhead Wrasse,5,2,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,3.13181,0.066666667,West Point
2017,NA,NA,West Point,Outside,NA,5,Yellowhead Wrasse,5,1,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,1.56591,0.033333333,West Point
2017,NA,NA,West Point,Outside,NA,5,Yellowhead Wrasse,10,4,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,55.21537,0.133333333,West Point
2017,NA,NA,West Point,Outside,NA,5,Yellowhead Wrasse,20,3,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,365.0526,0.1,West Point
2017,NA,NA,West Point,Outside,NA,6,Yellowhead Wrasse,10,2,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,27.60769,0.066666667,West Point
2017,NA,NA,West Point,Outside,NA,3,Yellowhead Wrasse,20,2,Halichoeres garnoti,Wrasse,Carnivore,0.01,3.14,243.3684,0.066666667,West Point
2020,July,30,westpoint,Inside,RL,1,Redband,5,6,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,11.17102,0.05,West Point
2020,July,30,westpoint,Inside,RL,1,Juvenile Parrotfishes,5,4,NA,Parrotfish,Herbivore,0.0121,3.028,6.32888,0.03333,West Point
2020,July,30,westpoint,Inside,RL,1,Ocean,5,2,Acanthurus tractus,Surgeonfish,Herbivore,0.0257,2.9,5.46986,0.01667,West Point
2020,July,30,westpoint,Inside,RL,2,Blue Tang,5,2,Acanthurus coeruleus,Surgeonfish,Herbivore,0.0324,2.95,7.47372,0.01667,West Point
2020,July,30,westpoint,Inside,RL,2,Ocean,5,2,Acanthurus tractus,Surgeonfish,Herbivore,0.0257,2.9,5.46986,0.01667,West Point
2020,July,30,westpoint,Inside,RL,3,Princess,5,2,Scarus taeniopterus,Parrotfish,Herbivore,0.017,3.04,4.5326,0.01667,West Point
2020,July,30,westpoint,Inside,RL,3,Redband,5,14,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,26.0657,0.11667,West Point
2020,July,30,westpoint,Inside,RL,3,Blue Tang,5,2,Acanthurus coeruleus,Surgeonfish,Herbivore,0.0324,2.95,7.47372,0.01667,West Point
2020,July,30,westpoint,Inside,RL,3,Ocean,5,20,Acanthurus tractus,Surgeonfish,Herbivore,0.0257,2.9,54.6986,0.16667,West Point
2020,July,30,jigsaw,Outside,RL,1,Foureye,5,8,Chaetodon capistratus,Butterflyfish,Corallivore,0.0234,3.19,31.77022,0.06667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,1,Princess,5,10,Scarus taeniopterus,Parrotfish,Herbivore,0.017,3.04,22.66302,0.08333,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,1,Redband,5,2,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,3.72368,0.01667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,1,Stoplight,5,2,Sparisoma viride,Parrotfish,Herbivore,0.0257,2.93,5.74044,0.01667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,1,Striped,5,2,Scarus iseri,Parrotfish,Herbivore,0.0158,3.02,4.07922,0.01667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,1,Juvenile Parrotfishes,5,24,NA,Parrotfish,Herbivore,0.0121,3.028,37.97326,0.2,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,1,Yellowhead Wrasse,5,20,Halichoeres garnoti,Wrasse,Omnivore,0.01,3.14,31.31812,0.16667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,2,Banded,5,2,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,6.91118,0.01667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,2,Foureye,5,4,Chaetodon capistratus,Butterflyfish,Corallivore,0.0234,3.19,15.8851,0.03333,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,2,Princess,5,10,Scarus taeniopterus,Parrotfish,Herbivore,0.017,3.04,22.66302,0.08333,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,2,Redband,5,2,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,3.72368,0.01667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,2,Juvenile Parrotfishes,5,6,NA,Parrotfish,Herbivore,0.0121,3.028,9.49332,0.05,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,2,Yellowhead Wrasse,5,2,Halichoeres garnoti,Wrasse,Omnivore,0.01,3.14,3.13182,0.01667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,3,Foureye,5,6,Chaetodon capistratus,Butterflyfish,Corallivore,0.0234,3.19,23.82766,0.05,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,3,Redband,5,2,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,3.72368,0.01667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,4,Foureye,5,8,Chaetodon capistratus,Butterflyfish,Corallivore,0.0234,3.19,31.77022,0.06667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,4,Redband,5,6,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,11.17102,0.05,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,4,Juvenile Parrotfishes,5,20,NA,Parrotfish,Herbivore,0.0121,3.028,31.64438,0.16667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,4,Graysby,5,4,Cephalopholis cruentata,Grouper,Carnivore,0.011,3.11,6.56522,0.03333,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,4,Ocean,5,2,Acanthurus tractus,Surgeonfish,Herbivore,0.0257,2.9,5.46986,0.01667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,4,Yellowhead Wrasse,5,6,Halichoeres garnoti,Wrasse,Omnivore,0.01,3.14,9.39544,0.05,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,4,Bar Jack,5,2,Caranx ruber,Jacks,Herbivore,0.0158,2.99,3.88694,0.01667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,4,Threespot Damselfish,5,2,Stegastes planifrons,Damselfish,Herbivore,0.02138,2.96,5.01174,0.01667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,5,Foureye,5,4,Chaetodon capistratus,Butterflyfish,Corallivore,0.0234,3.19,15.8851,0.03333,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,5,Redband,5,4,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,7.44734,0.03333,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,5,Juvenile Parrotfishes,5,10,NA,Parrotfish,Herbivore,0.0121,3.028,15.82218,0.08333,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,5,Graysby,5,2,Cephalopholis cruentata,Grouper,Carnivore,0.011,3.11,3.28262,0.01667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,6,Banded,5,2,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,6.91118,0.01667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,6,Foureye,5,8,Chaetodon capistratus,Butterflyfish,Corallivore,0.0234,3.19,31.77022,0.06667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,6,Princess,5,4,Scarus taeniopterus,Parrotfish,Herbivore,0.017,3.04,9.0652,0.03333,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,6,Redband,5,4,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,7.44734,0.03333,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,6,Graysby,5,2,Cephalopholis cruentata,Grouper,Carnivore,0.011,3.11,3.28262,0.01667,Jigsaw Puzzle
2020,July,30,jigsaw,Outside,RL,6,Ocean,5,4,Acanthurus tractus,Surgeonfish,Herbivore,0.0257,2.9,10.93972,0.03333,Jigsaw Puzzle
2020,July,30,marilyns_cut,Inside,RL,1,Redband,5,4,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,7.44734,0.03333,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,1,Threespot Damselfish,5,2,Stegastes planifrons,Damselfish,Herbivore,0.02138,2.96,5.01174,0.01667,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,2,Banded,5,4,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,13.82236,0.03333,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,2,Foureye,5,4,Chaetodon capistratus,Butterflyfish,Corallivore,0.0234,3.19,15.8851,0.03333,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,2,Redband,5,2,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,3.72368,0.01667,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,2,Blue Tang,5,4,Acanthurus coeruleus,Surgeonfish,Herbivore,0.0324,2.95,14.94742,0.03333,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,2,Ocean,5,6,Acanthurus tractus,Surgeonfish,Herbivore,0.0257,2.9,16.40958,0.05,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,2,Black Durgon,5,2,Melichthys niger,Triggerfish,Omnivore,0.0257,2.94,5.83358,0.01667,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,2,Threespot Damselfish,5,4,Stegastes planifrons,Damselfish,Herbivore,0.02138,2.96,10.02348,0.03333,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,3,Foureye,5,4,Chaetodon capistratus,Butterflyfish,Corallivore,0.0234,3.19,15.8851,0.03333,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,3,Juvenile Parrotfishes,5,20,NA,Parrotfish,Herbivore,0.0121,3.028,31.64438,0.16667,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,3,Blue Tang,5,2,Acanthurus coeruleus,Surgeonfish,Herbivore,0.0324,2.95,7.47372,0.01667,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,4,Juvenile Parrotfishes,5,2,NA,Parrotfish,Herbivore,0.0121,3.028,3.16444,0.01667,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,4,Blue Tang,5,2,Acanthurus coeruleus,Surgeonfish,Herbivore,0.0324,2.95,7.47372,0.01667,Marylin's Cut
2020,July,30,marilyns_cut,Inside,RL,4,Yellowhead Wrasse,5,4,Halichoeres garnoti,Wrasse,Omnivore,0.01,3.14,6.26362,0.03333,Marylin's Cut
2020,July,30,coral_city,Outside,RL,1,Striped,5,2,Scarus iseri,Parrotfish,Herbivore,0.0158,3.02,4.07922,0.01667,Coral City
2020,July,30,coral_city,Outside,RL,1,Blue Tang,5,2,Acanthurus coeruleus,Surgeonfish,Herbivore,0.0324,2.95,7.47372,0.01667,Coral City
2020,July,30,coral_city,Outside,RL,1,Ocean,5,6,Acanthurus tractus,Surgeonfish,Herbivore,0.0257,2.9,16.40958,0.05,Coral City
2020,July,30,coral_city,Outside,RL,1,Threespot Damselfish,5,2,Stegastes planifrons,Damselfish,Herbivore,0.02138,2.96,5.01174,0.01667,Coral City
2020,July,30,coral_city,Outside,RL,2,Redband,5,2,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,3.72368,0.01667,Coral City
2020,July,30,coral_city,Outside,RL,2,Stoplight,5,4,Sparisoma viride,Parrotfish,Herbivore,0.0257,2.93,11.48088,0.03333,Coral City
2020,July,30,coral_city,Outside,RL,2,Striped,5,4,Scarus iseri,Parrotfish,Herbivore,0.0158,3.02,8.15842,0.03333,Coral City
2020,July,30,coral_city,Outside,RL,2,Bar Jack,5,2,Caranx ruber,Jacks,Herbivore,0.0158,2.99,3.88694,0.01667,Coral City
2020,July,30,coral_city,Outside,RL,3,Banded,5,4,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,13.82236,0.03333,Coral City
2020,July,30,coral_city,Outside,RL,3,Foureye,5,8,Chaetodon capistratus,Butterflyfish,Corallivore,0.0234,3.19,31.77022,0.06667,Coral City
2020,July,30,coral_city,Outside,RL,3,Redband,5,8,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,14.89468,0.06667,Coral City
2020,July,30,coral_city,Outside,RL,3,Striped,5,2,Scarus iseri,Parrotfish,Herbivore,0.0158,3.02,4.07922,0.01667,Coral City
2020,July,30,coral_city,Outside,RL,3,Juvenile Parrotfishes,5,22,NA,Parrotfish,Herbivore,0.0121,3.028,34.80882,0.18333,Coral City
2020,July,30,coral_city,Outside,RL,3,Blue Tang,5,6,Acanthurus coeruleus,Surgeonfish,Herbivore,0.0324,2.95,22.42114,0.05,Coral City
2020,July,30,coral_city,Outside,RL,3,Ocean,5,4,Acanthurus tractus,Surgeonfish,Herbivore,0.0257,2.9,10.93972,0.03333,Coral City
2020,July,30,coral_city,Outside,RL,3,Bar Jack,5,2,Caranx ruber,Jacks,Herbivore,0.0158,2.99,3.88694,0.01667,Coral City
2020,July,30,coral_city,Outside,RL,4,Foureye,5,4,Chaetodon capistratus,Butterflyfish,Corallivore,0.0234,3.19,15.8851,0.03333,Coral City
2020,July,30,coral_city,Outside,RL,4,Spotfin,5,2,Chaetodon ocellatus,Butterflyfish,Corallivore,0.0257,3.02,6.63518,0.01667,Coral City
2020,July,30,coral_city,Outside,RL,4,Redband,5,4,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,7.44734,0.03333,Coral City
2020,July,30,coral_city,Outside,RL,4,Striped,5,2,Scarus iseri,Parrotfish,Herbivore,0.0158,3.02,4.07922,0.01667,Coral City
2020,July,30,coral_city,Outside,RL,4,Juvenile Parrotfishes,5,20,NA,Parrotfish,Herbivore,0.0121,3.028,31.64438,0.16667,Coral City
2020,July,30,coral_city,Outside,RL,4,Ocean,5,10,Acanthurus tractus,Surgeonfish,Herbivore,0.0257,2.9,27.3493,0.08333,Coral City
2020,July,30,coral_city,Outside,RL,4,Slippery Dick,5,2,Halichoeres bivittatus,Wrasse,Carnivore,0.0112,3.05,3.03464,0.01667,Coral City
2020,July,30,marthas,Outside,RL,1,Banded,5,4,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,13.82236,0.03333,Martha's Finyard
2020,July,30,marthas,Outside,RL,1,Foureye,5,10,Chaetodon capistratus,Butterflyfish,Corallivore,0.0234,3.19,39.71276,0.08333,Martha's Finyard
2020,July,30,marthas,Outside,RL,1,Princess,5,4,Scarus taeniopterus,Parrotfish,Herbivore,0.017,3.04,9.0652,0.03333,Martha's Finyard
2020,July,30,marthas,Outside,RL,1,Redband,5,2,Sparisoma aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,3.72368,0.01667,Martha's Finyard
2020,July,30,marthas,Outside,RL,1,Striped,5,6,Scarus iseri,Parrotfish,Herbivore,0.0158,3.02,12.23764,0.05,Martha's Finyard
