Year,Site,trasnect,quadrat,Cructose,Macro Total,Macro Fleshy,Macro Calc,Turf,Number of juvenile corals
2011,Snapshot,2,2,50,40,0,40,0,0
2011,Snapshot,2,3,40,10,0,10,5,1
2011,Snapshot,2,4,40,40,0,40,0,0
2011,Snapshot,2,5,10,20,0,20,0,1
2011,Snapshot,3,1,40,0,0,0,2,2
2011,Snapshot,3,2,10,0,0,0,1,0
2011,Snapshot,3,3,60,20,0,20,10,0
2011,Snapshot,3,4,20,30,0,30,0,0
2011,Snapshot,3,5,10,30,0,30,2,0
2011,Snapshot,4,1,2,70,0,70,5,0
2011,Snapshot,4,2,5,70,0,70,0,1
2011,Snapshot,4,3,50,20,0,20,20,0
2011,Snapshot,4,4,50,26,20,6,0,0
2011,Snapshot,4,5,2,0,0,0,0,2
2011,Snapshot,5,1,10,10,0,10,0,0
2011,Snapshot,5,2,25,10,10,0,0,0
2011,Snapshot,5,3,20,20,20,0,0,0
2011,Snapshot,5,4,30,25,5,20,5,0
2011,Snapshot,5,5,10,20,0,20,0,1
2011,Snapshot,6,1,5,50,0,50,2,0
2011,Snapshot,6,2,5,80,0,80,1,1
2011,Snapshot,6,3,60,0,0,0,5,0
2011,Snapshot,6,4,2,30,0,30,5,1
2011,Snapshot,6,5,30,20,0,20,5,2
2011,West Point,1,1,10,20,0,20,0,0
2011,West Point,1,2,70,5,0,5,10,1
2011,West Point,1,3,15,2,0,2,5,0
2011,West Point,1,4,10,10,0,10,0,0
2011,West Point,1,5,10,5,0,5,0,0
2011,West Point,2,1,40,10,0,10,10,0
2011,West Point,2,2,5,10,0,10,5,0
2011,West Point,2,3,15,5,0,5,0,0
2011,West Point,2,4,5,5,0,5,0,0
2011,West Point,2,5,0,25,5,20,5,1
2011,West Point,3,1,5,80,0,80,2,0
2011,West Point,3,2,20,80,0,80,0,0
2011,West Point,3,3,40,50,0,50,1,0
2011,West Point,3,4,20,50,0,50,1,1
2011,West Point,3,5,2,90,0,90,0,0
2011,West Point,4,1,20,80,0,80,0,0
2011,West Point,4,2,8,10,0,10,2,0
2011,West Point,4,3,20,80,0,80,0,0
2011,West Point,4,4,20,75,0,75,5,0
2011,West Point,4,5,20,5,0,5,0,1
2011,West Point,5,1,80,20,0,20,0,0
2011,West Point,5,2,80,15,0,15,0,0
2011,West Point,5,3,85,15,0,15,0,0
2011,West Point,5,4,5,80,0,80,0,1
2011,West Point,5,5,30,70,0,70,0,2
2011,West Point,6,1,60,40,0,40,0,0
2011,West Point,6,2,20,80,0,80,0,0
2011,West Point,6,3,30,70,0,70,0,0
2011,West Point,6,4,80,20,0,20,0,0
2011,West Point,6,5,40,60,0,60,0,0
2012,Meadows,1,1,0,60,10,5,15,2
2012,Meadows,1,2,35,20,10,15,25,0
2012,Meadows,1,3,10,5,80,0,80,0
2012,Meadows,1,4,0,0,50,25,75,0
2012,Meadows,1,5,0,60,10,10,20,1
2012,Meadows,2,1,0,30,5,5,10,0
2012,Meadows,2,2,5,20,10,10,20,1
2012,Meadows,2,3,5,15,1,5,6,1
2012,Meadows,2,4,0,30,30,5,35,0
2012,Meadows,2,5,0,20,15,5,20,0
2012,Meadows,3,1,5,0,5,5,10,0
2012,Meadows,3,2,15,0,5,5,10,2
2012,Meadows,3,3,5,0,30,0,30,0
2012,Meadows,3,4,5,0,25,5,30,0
2012,Meadows,3,5,0,60,5,2,7,1
2012,Meadows,4,1,0,25,15,10,25,0
2012,Meadows,4,2,0,40,15,5,20,0
2012,Meadows,4,3,0,10,0,10,10,1
2012,Meadows,4,4,0,98,1,1,2,0
2012,Meadows,4,5,2,40,10,5,15,0
2012,Meadows,5,1,20,30,0,20,20,1
2012,Meadows,5,2,0,40,30,20,50,0
2012,Meadows,5,3,0,50,60,0,60,0
2012,Meadows,5,4,0,60,10,10,20,1
2012,Meadows,5,5,0,60,2,10,12,0
2012,Meadows,6,1,10,10,5,20,25,0
2012,Meadows,6,2,70,0,20,10,30,0
2012,Meadows,6,3,0,0,20,10,30,0
2012,Meadows,6,4,0,0,50,30,80,0
2012,Meadows,6,5,20,40,0,10,10,1
2012,Snapshot,1,1,10,0,30,0,30,0
2012,Snapshot,1,2,0,10,20,2,22,0
2012,Snapshot,1,3,0,0,75,1,76,1
2012,Snapshot,1,4,0,0,60,2,62,0
2012,Snapshot,1,5,10,0,30,0,30,0
2012,Snapshot,2,1,0,0,95,0,95,0
2012,Snapshot,2,2,15,0,50,0,50,0
2012,Snapshot,2,3,5,0,60,1,61,0
2012,Snapshot,2,4,0,0,70,1,71,0
2012,Snapshot,2,5,0,0,40,1,41,1
2012,Snapshot,3,1,10,0,80,5,85,0
2012,Snapshot,3,2,0,20,20,1,21,0
2012,Snapshot,3,3,0,0,40,2,42,0
2012,Snapshot,3,4,0,15,75,5,80,0
2012,Snapshot,3,5,0,0,50,1,51,0
2012,Snapshot,4,1,40,0,30,10,40,0
2012,Snapshot,4,2,0,0,80,10,90,0
2012,Snapshot,4,3,25,0,60,5,65,0
2012,Snapshot,4,4,30,0,40,20,60,0
2012,Snapshot,4,5,20,0,60,0,60,1
2012,Snapshot,5,1,0,0,60,0,60,0
2012,Snapshot,5,2,80,0,20,0,20,0
2012,Snapshot,5,3,20,0,40,10,50,0
2012,Snapshot,5,4,50,30,20,0,20,0
2012,Snapshot,5,5,20,10,60,10,70,1
2012,Snapshot,6,1,20,0,80,0,80,0
2012,Snapshot,6,2,30,0,60,0,60,0
2012,Snapshot,6,3,10,0,90,0,90,0
2012,Snapshot,6,4,30,0,50,20,70,0
2012,Snapshot,6,5,20,0,25,20,45,0
2012,Jigsaw,1,1,20,0,60,10,70,0
2012,Jigsaw,1,2,20,40,0,20,20,0
2012,Jigsaw,1,3,40,0,40,10,50,0
2012,Jigsaw,1,4,50,0,20,10,30,0
2012,Jigsaw,1,5,10,0,40,10,50,0
2012,Jigsaw,2,1,40,0,20,5,25,0
2012,Jigsaw,2,2,60,0,20,5,25,0
2012,Jigsaw,2,3,15,8,75,2,77,0
2012,Jigsaw,2,4,5,40,0,5,5,0
2012,Jigsaw,2,5,40,5,0,10,10,1
2012,Jigsaw,3,1,60,0,40,0,40,0
2012,Jigsaw,3,2,60,0,10,10,20,0
2012,Jigsaw,3,3,40,0,10,20,30,0
2012,Jigsaw,3,4,50,0,10,10,20,0
2012,Jigsaw,3,5,60,20,10,0,10,1
2012,Jigsaw,4,1,0,5,20,1,21,0
2012,Jigsaw,4,2,0,5,85,0,85,0
2012,Jigsaw,4,3,0,15,40,0,40,0
2012,Jigsaw,4,4,0,20,60,0,60,0
2012,Jigsaw,4,5,10,0,10,5,15,0
2012,Jigsaw,5,1,5,0,85,0,85,0
2012,Jigsaw,5,2,0,20,20,10,30,2
2012,Jigsaw,5,3,0,0,0,5,5,0
2012,Jigsaw,5,4,0,10,15,5,20,0
2012,Jigsaw,5,5,10,5,84,1,85,0
2012,Jigsaw,6,1,0,25,10,2,12,0
2012,Jigsaw,6,2,0,10,50,1,51,0
2012,Jigsaw,6,3,0,10,75,10,85,0
2012,Jigsaw,6,4,0,20,25,1,26,1
2012,Jigsaw,6,5,5,10,40,1,41,0
2012,West Point,1,1,5,30,45,0,45,0
2012,West Point,1,2,5,60,30,5,35,0
2012,West Point,1,3,0,0,98,2,100,0
2012,West Point,1,4,0,5,95,0,95,0
2012,West Point,1,5,15,0,80,5,85,0
2012,West Point,2,1,30,20,10,0,10,0
2012,West Point,2,2,0,13,85,2,87,0
2012,West Point,2,3,10,0,70,20,90,0
2012,West Point,2,4,8,0,90,2,92,0
2012,West Point,2,5,0,70,20,10,30,0
2012,West Point,3,1,20,0,80,0,80,0
2012,West Point,3,2,30,0,55,5,60,0
2012,West Point,3,3,10,0,90,0,90,0
2012,West Point,3,4,0,50,10,0,10,0
2012,West Point,3,5,40,40,20,0,20,0
2012,West Point,4,1,10,0,10,1,11,0
2012,West Point,4,2,5,0,20,1,21,0
2012,West Point,4,3,0,0,85,10,95,0
2012,West Point,4,4,5,0,25,2,27,0
2012,West Point,4,5,0,0,90,2,92,0
2012,West Point,5,1,10,0,75,0,75,0
2012,West Point,5,2,5,0,40,5,45,0
2012,West Point,5,3,10,0,25,0,25,0
2012,West Point,5,4,5,0,15,0,15,0
2012,West Point,5,5,5,0,60,0,60,0
2012,West Point,6,1,5,0,30,2,32,0
2012,West Point,6,2,0,0,70,2,72,0
2012,West Point,6,3,0,20,30,0,30,0
2012,West Point,6,4,0,0,85,0,85,0
2012,West Point,6,5,20,20,20,0,20,0
2012,Grundys  Gardens ,1,1,0,0,80,0,80,0
2012,Grundys  Gardens ,1,2,0,0,90,5,95,0
2012,Grundys  Gardens ,1,3,25,0,70,0,70,0
2012,Grundys  Gardens ,1,4,15,30,50,0,50,0
2012,Grundys  Gardens ,1,5,10,0,80,0,80,0
2012,Grundys  Gardens ,2,1,5,0,90,5,95,0
2012,Grundys  Gardens ,2,2,30,0,60,2,62,0
2012,Grundys  Gardens ,2,3,0,20,70,10,80,0
2012,Grundys  Gardens ,2,4,10,70,0,20,20,0
2012,Grundys  Gardens ,2,5,30,0,60,0,60,0
2012,Grundys  Gardens ,3,1,0,30,70,0,70,0
2012,Grundys  Gardens ,3,2,0,15,80,5,85,0
2012,Grundys  Gardens ,3,3,0,0,90,10,100,0
2012,Grundys  Gardens ,3,4,0,5,90,5,95,0
2012,Grundys  Gardens ,3,5,0,20,80,0,80,0
2012,Grundys  Gardens ,4,1,0,50,30,0,30,0
2012,Grundys  Gardens ,4,2,0,0,80,2,82,1
2012,Grundys  Gardens ,4,3,20,20,60,0,60,0
2012,Grundys  Gardens ,4,4,20,40,20,0,20,0
2012,Grundys  Gardens ,4,5,0,30,60,0,60,0
2012,Grundys  Gardens ,5,1,0,20,65,5,70,0
2012,Grundys  Gardens ,5,2,15,50,10,2,12,0
2012,Grundys  Gardens ,5,3,0,60,15,15,30,0
2012,Grundys  Gardens ,5,4,0,0,85,5,90,0
2012,Grundys  Gardens ,5,5,0,0,70,10,80,0
2012,Grundys  Gardens ,6,1,0,20,10,2,12,0
2012,Grundys  Gardens ,6,2,5,0,83,2,85,0
2012,Grundys  Gardens ,6,3,60,0,15,2,17,0
2012,Grundys  Gardens ,6,4,5,0,75,0,75,0
2012,Grundys  Gardens ,6,5,0,20,80,0,80,0
2012,Coral City,1,1,0,15,80,0,80,0
2012,Coral City,1,2,0,0,95,5,100,0
2012,Coral City,1,3,30,0,50,10,60,0
2012,Coral City,1,4,0,10,70,10,80,0
2012,Coral City,1,5,0,30,60,0,60,0
2012,Coral City,2,1,0,0,60,30,90,1
2012,Coral City,2,2,25,0,75,5,80,0
2012,Coral City,2,3,0,0,90,0,90,1
2012,Coral City,2,4,0,25,60,5,65,0
2012,Coral City,2,5,20,30,40,0,40,1
2012,Coral City,3,1,20,0,70,2,72,0
2012,Coral City,3,2,0,5,80,15,95,0
2012,Coral City,3,3,0,30,60,0,60,0
2012,Coral City,3,4,0,10,60,5,65,0
2012,Coral City,3,5,15,5,15,0,15,1
2012,Coral City,4,1,10,0,40,1,41,0
2012,Coral City,4,2,15,0,30,5,35,1
2012,Coral City,4,3,5,20,60,0,60,0
2012,Coral City,4,4,25,0,5,0,5,0
2012,Coral City,4,5,0,20,75,5,80,0
2012,Coral City,5,1,5,0,75,2,77,1
2012,Coral City,5,2,5,0,70,2,72,0
2012,Coral City,5,3,5,0,70,1,71,0
2012,Coral City,5,4,0,10,60,0,60,0
2012,Coral City,5,5,0,79,20,1,21,1
2012,Coral City,6,1,15,0,75,0,75,0
2012,Coral City,6,2,15,15,50,5,55,0
2012,Coral City,6,3,0,20,60,0,60,0
2012,Coral City,6,4,10,10,80,0,80,0
2012,Coral City,6,5,5,0,70,5,75,0
2012,Sailfin,1,1,0,0,50,0,50,0
2012,Sailfin,1,2,15,0,10,0,10,0
2012,Sailfin,1,3,15,0,30,20,50,0
2012,Sailfin,1,4,0,0,80,0,80,0
2012,Sailfin,1,5,0,5,45,0,45,1
2012,Sailfin,2,1,0,15,74,1,75,0
2012,Sailfin,2,2,0,10,30,1,31,0
2012,Sailfin,2,3,0,5,10,5,15,0
2012,Sailfin,2,4,0,20,20,5,25,0
2012,Sailfin,2,5,0,0,50,2,52,0
2012,Sailfin,3,1,0,45,15,25,40,0
2012,Sailfin,3,2,0,0,40,5,45,0
2012,Sailfin,3,3,3,0,85,2,87,1
2012,Sailfin,3,4,2,0,10,2,12,1
2012,Sailfin,3,5,0,30,30,0,30,0
2012,Sailfin,4,1,15,0,20,10,30,1
2012,Sailfin,4,2,28,0,20,12,32,0
2012,Sailfin,4,3,8,80,0,10,10,1
2012,Sailfin,4,4,25,0,75,0,75,0
2012,Sailfin,4,5,55,5,0,30,30,0
2012,Sailfin,5,1,5,15,25,10,35,0
2012,Sailfin,5,2,5,50,20,25,45,0
2012,Sailfin,5,3,0,20,80,0,80,0
2012,Sailfin,5,4,2,10,80,8,88,0
2012,Sailfin,5,5,5,60,20,10,30,0
2012,Sailfin,6,1,30,30,40,0,40,0
2012,Sailfin,6,2,30,0,40,30,70,1
2012,Sailfin,6,3,0,10,60,30,90,0
2012,Sailfin,6,4,0,0,80,20,100,0
2012,Sailfin,6,5,0,0,70,5,75,1
2012,Mixing Bowl,1,1,0,0,10,0,10,0
2012,Mixing Bowl,1,2,0,0,0,0,0,0
2012,Mixing Bowl,1,3,0,0,0,0,0,0
2012,Mixing Bowl,1,4,70,0,0,0,0,0
2012,Mixing Bowl,1,5,0,0,0,0,0,0
2012,Mixing Bowl,2,1,80,0,0,0,0,0
2012,Mixing Bowl,2,2,0,0,0,0,0,0
2012,Mixing Bowl,2,3,0,0,0,0,0,0
2012,Mixing Bowl,2,4,0,0,10,0,10,0
2012,Mixing Bowl,2,5,0,0,30,0,30,0
2012,Mixing Bowl,3,1,30,0,0,0,0,1
2012,Mixing Bowl,3,2,0,0,0,0,0,0
2012,Mixing Bowl,3,3,20,0,0,0,0,0
2012,Mixing Bowl,3,4,0,0,0,0,0,2
2012,Mixing Bowl,3,5,10,0,40,0,40,0
2012,Mixing Bowl,4,1,10,0,30,0,30,0
2012,Mixing Bowl,4,2,0,0,80,0,80,0
2012,Mixing Bowl,4,3,0,0,50,0,50,0
2012,Mixing Bowl,4,4,0,0,80,0,80,0
2012,Mixing Bowl,4,5,0,0,30,0,30,0
2012,Mixing Bowl,5,1,10,0,20,0,20,0
2012,Mixing Bowl,5,2,0,0,40,0,40,1
2012,Mixing Bowl,5,3,0,0,15,0,15,0
2012,Mixing Bowl,5,4,0,0,20,0,20,0
2012,Mixing Bowl,5,5,0,0,15,0,15,0
2012,Mixing Bowl,6,1,0,0,10,0,10,0
2012,Mixing Bowl,6,2,0,0,10,0,10,0
2012,Mixing Bowl,6,3,0,0,20,0,20,0
2012,Mixing Bowl,6,4,0,0,50,0,50,0
2012,Mixing Bowl,6,5,0,0,80,5,85,2
2012,Pauls Anchor,1,1,25,0,45,5,50,0
2012,Pauls Anchor,1,2,50,0,10,0,10,2
2012,Pauls Anchor,1,3,40,0,20,5,25,0
2012,Pauls Anchor,1,4,50,0,45,0,45,0
2012,Pauls Anchor,1,5,10,10,15,0,15,0
2012,Pauls Anchor,2,1,20,0,5,3,8,0
2012,Pauls Anchor,2,2,80,0,10,5,15,0
2012,Pauls Anchor,2,3,75,3,12,3,15,0
2012,Pauls Anchor,2,4,80,5,5,0,5,0
2012,Pauls Anchor,2,5,10,20,20,0,20,0
2012,Pauls Anchor,3,1,60,30,5,2,7,0
2012,Pauls Anchor,3,2,30,0,8,7,15,0
2012,Pauls Anchor,3,3,40,0,60,0,60,0
2012,Pauls Anchor,3,4,20,60,20,0,20,1
2012,Pauls Anchor,3,5,30,20,30,0,30,2
2012,Pauls Anchor,4,1,0,0,93,1,94,0
2012,Pauls Anchor,4,2,0,0,94,1,95,1
2012,Pauls Anchor,4,3,0,0,85,5,90,0
2012,Pauls Anchor,4,4,0,0,49,1,50,0
2012,Pauls Anchor,4,5,0,0,78,1,79,0
2012,Pauls Anchor,5,1,10,0,25,5,30,0
2012,Pauls Anchor,5,2,0,0,40,5,45,0
2012,Pauls Anchor,5,3,0,0,65,2,67,0
2012,Pauls Anchor,5,4,0,0,80,2,82,0
2012,Pauls Anchor,5,5,0,0,75,10,85,0
2012,Pauls Anchor,6,1,5,0,75,0,75,0
2012,Pauls Anchor,6,2,10,0,35,5,40,0
2012,Pauls Anchor,6,3,0,0,68,2,70,0
2012,Pauls Anchor,6,4,0,0,93,2,95,0
2012,Pauls Anchor,6,5,0,0,88,2,90,0
2012,Icon,1,1,70,0,5,5,10,0
2012,Icon,1,2,30,20,20,10,30,0
2012,Icon,1,3,70,0,15,5,20,0
2012,Icon,1,4,25,0,65,5,70,0
2012,Icon,1,5,18,0,80,0,80,2
2012,Icon,2,1,15,0,80,3,83,0
2012,Icon,2,2,20,0,60,5,65,0
2012,Icon,2,3,30,15,50,5,55,0
2012,Icon,2,4,0,30,60,5,65,0
2012,Icon,2,5,60,0,35,0,35,1
2012,Icon,3,1,80,20,0,0,0,0
2012,Icon,3,2,0,15,60,5,65,0
2012,Icon,3,3,80,0,5,5,10,0
2012,Icon,3,4,30,40,20,0,20,0
2012,Icon,3,5,60,30,0,10,10,0
2012,Icon,4,1,5,10,75,0,75,0
2012,Icon,4,2,0,0,70,20,90,0
2012,Icon,4,3,10,0,70,5,75,0
2012,Icon,4,4,10,10,40,10,50,0
2012,Icon,4,5,5,0,75,0,75,0
2012,Icon,5,1,5,20,20,5,25,0
2012,Icon,5,2,10,15,20,2,22,1
2012,Icon,5,3,5,10,10,5,15,0
2012,Icon,5,4,0,0,60,5,65,0
2012,Icon,5,5,5,0,75,1,76,0
2012,Icon,6,1,5,0,15,1,16,0
2012,Icon,6,2,0,0,89,1,90,0
2012,Icon,6,3,10,0,75,2,77,0
2012,Icon,6,4,2,10,70,2,72,0
2012,Icon,6,5,0,0,90,1,91,1
2012,Rock Bottom,1,1,0,10,60,5,65,0
2012,Rock Bottom,1,2,10,0,25,20,45,0
2012,Rock Bottom,1,3,0,5,10,80,90,1
2012,Rock Bottom,1,4,15,10,15,0,15,0
2012,Rock Bottom,1,5,10,10,50,15,65,0
2012,Rock Bottom,2,1,10,0,20,5,25,0
2012,Rock Bottom,2,2,0,5,65,10,75,0
2012,Rock Bottom,2,3,5,0,60,5,65,1
2012,Rock Bottom,2,4,10,10,20,15,35,0
2012,Rock Bottom,2,5,15,0,60,0,60,2
2012,Rock Bottom,3,1,20,0,10,10,20,0
2012,Rock Bottom,3,2,15,10,25,2,27,0
2012,Rock Bottom,3,3,0,15,20,2,22,1
2012,Rock Bottom,3,4,10,0,25,5,30,0
2012,Rock Bottom,3,5,10,5,15,10,25,0
2012,Rock Bottom,4,1,10,10,80,0,80,0
2012,Rock Bottom,4,2,0,0,68,30,98,1
2012,Rock Bottom,4,3,0,50,0,30,30,0
2012,Rock Bottom,4,4,20,10,60,10,70,0
2012,Rock Bottom,4,5,0,10,30,60,90,0
2012,Rock Bottom,5,1,0,30,30,5,35,0
2012,Rock Bottom,5,2,0,0,60,20,80,0
2012,Rock Bottom,5,3,50,0,0,20,20,0
2012,Rock Bottom,5,4,60,0,0,20,20,0
2012,Rock Bottom,5,5,0,20,10,10,20,0
2012,Rock Bottom,6,1,40,0,20,0,20,0
2012,Rock Bottom,6,2,50,40,10,0,10,0
2012,Rock Bottom,6,3,40,15,0,40,40,1
2012,Rock Bottom,6,4,0,30,0,15,15,0
2012,Rock Bottom,6,5,40,0,40,10,50,0
2012,ICON CREWS,1,1,0,100,0,0,0,0
2012,ICON CREWS,1,2,0,10,0,0,0,0
2012,ICON CREWS,1,3,0,10,0,5,5,0
2012,ICON CREWS,1,4,0,5,80,0,80,0
2012,ICON CREWS,1,5,0,0,85,5,90,0
2012,ICON CREWS,2,1,0,70,30,0,30,0
2012,ICON CREWS,2,2,0,0,100,0,100,0
2012,ICON CREWS,2,3,0,40,60,0,60,0
2012,ICON CREWS,2,4,0,20,75,5,80,0
2012,ICON CREWS,2,5,0,100,0,0,0,0
2012,ICON CREWS,3,1,0,0,50,5,55,0
2012,ICON CREWS,3,2,0,90,5,0,5,0
2012,ICON CREWS,3,3,0,100,0,0,0,0
2012,ICON CREWS,3,4,0,80,20,0,20,0
2012,ICON CREWS,3,5,0,98,0,2,2,0
2012,ICON CREWS,4,1,0,60,0,1,1,0
2012,ICON CREWS,4,2,0,70,5,0,5,0
2012,ICON CREWS,4,3,0,98,0,1,1,0
2012,ICON CREWS,4,4,0,85,5,0,5,1
2012,ICON CREWS,4,5,0,98,2,0,2,0
2012,ICON CREWS,5,1,0,95,3,2,5,0
2012,ICON CREWS,5,2,0,85,15,0,15,0
2012,ICON CREWS,5,3,0,88,2,0,2,0
2012,ICON CREWS,5,4,0,88,2,0,2,0
2012,ICON CREWS,5,5,0,0,90,0,90,0
2012,ICON CREWS,6,1,0,55,40,0,40,0
2012,ICON CREWS,6,2,0,65,35,0,35,0
2012,ICON CREWS,6,3,0,75,25,0,25,0
2012,ICON CREWS,6,4,0,90,10,0,10,0
2012,ICON CREWS,6,5,0,55,40,0,40,0
2012,Sailfin,1,1,0,85,10,5,15,0
2012,Sailfin,1,2,0,10,90,0,90,0
2012,Sailfin,1,3,0,25,75,0,75,0
2012,Sailfin,1,4,0,25,70,5,75,0
2012,Sailfin,1,5,0,70,30,0,30,0
2012,Sailfin,2,1,0,60,40,0,40,0
2012,Sailfin,2,2,0,70,20,10,30,0
2012,Sailfin,2,3,0,37,60,3,63,0
2012,Sailfin,2,4,0,45,55,0,55,0
2012,Sailfin,2,5,0,35,60,5,65,0
2012,Sailfin,3,1,0,75,25,0,25,0
2012,Sailfin,3,2,0,70,25,5,30,0
2012,Sailfin,3,3,0,75,22,3,25,0
2012,Sailfin,3,4,0,70,30,0,30,0
2012,Sailfin,3,5,0,95,5,0,5,0
2012,Sailfin,4,1,0,40,60,0,60,0
2012,Sailfin,4,2,0,80,20,0,20,0
2012,Sailfin,4,3,0,90,5,0,5,0
2012,Sailfin,4,4,0,75,10,5,15,0
2012,Sailfin,4,5,0,60,40,0,40,0
2012,Sailfin,5,1,0,80,20,0,20,0
2012,Sailfin,5,2,0,70,30,0,30,1
2012,Sailfin,5,3,0,33,65,2,67,0
2012,Sailfin,5,4,0,78,20,2,22,0
2012,Sailfin,5,5,0,85,15,0,15,0
2012,Sailfin,6,1,0,90,10,0,10,0
2012,Sailfin,6,2,0,50,50,0,50,0
2012,Sailfin,6,3,0,40,60,0,60,0
2012,Sailfin,6,4,0,50,50,0,50,0
2012,Sailfin,6,5,0,38,60,2,62,0
2013,Jigsaw,1,1,10,20,20,5,25,0
2013,Jigsaw,1,2,40,0,10,2,12,0
2013,Jigsaw,1,3,10,15,15,10,25,0
2013,Jigsaw,1,4,25,10,20,5,25,1
2013,Jigsaw,1,5,5,10,35,5,40,1
2013,Jigsaw,2,1,10,10,30,2,32,1
2013,Jigsaw,2,2,5,10,15,10,25,2
2013,Jigsaw,2,3,15,10,15,10,25,0
2013,Jigsaw,2,4,0,5,40,15,55,1
2013,Jigsaw,2,5,0,40,15,1,16,5
2013,Jigsaw,3,1,40,20,25,5,30,0
2013,Jigsaw,3,2,25,10,40,4,44,0
2013,Jigsaw,3,3,6,30,60,2,62,1
2013,Jigsaw,3,4,5,40,50,5,55,1
2013,Jigsaw,3,5,14,4,45,16,61,0
2013,Jigsaw,4,1,60,5,30,5,35,0
2013,Jigsaw,4,2,64,30,5,1,6,0
2013,Jigsaw,4,3,25,14,60,1,61,1
2013,Jigsaw,4,4,20,19,50,1,51,0
2013,Jigsaw,4,5,10,14,70,1,71,1
2013,Jigsaw,5,1,10,30,35,25,60,0
2013,Jigsaw,5,2,8,7,70,15,85,1
2013,Jigsaw,5,3,0,65,30,5,35,0
2013,Jigsaw,5,4,10,70,20,0,20,2
2013,Jigsaw,5,5,10,30,35,15,50,0
2013,Jigsaw,6,1,10,0,65,15,80,0
2013,Jigsaw,6,2,5,0,70,15,85,0
2013,Jigsaw,6,3,2,15,10,0,10,0
2013,Jigsaw,6,4,5,0,65,2,67,0
2013,Jigsaw,6,5,5,0,30,5,35,0
2013,Jigsaw,7,1,10,0,55,5,60,0
2013,Jigsaw,7,2,10,0,50,2,52,1
2013,Jigsaw,7,3,15,0,35,5,40,1
2013,Jigsaw,7,4,5,0,10,5,15,1
2013,Jigsaw,7,5,10,0,35,3,38,1
2013,Pauls Anchor,1,1,5,5,30,10,40,0
2013,Pauls Anchor,1,2,10,5,60,5,65,0
2013,Pauls Anchor,1,3,10,15,40,15,55,0
2013,Pauls Anchor,1,4,15,5,35,5,40,1
2013,Pauls Anchor,1,5,5,5,35,5,40,1
2013,Pauls Anchor,2,1,10,0,20,15,35,2
2013,Pauls Anchor,2,2,5,5,70,10,80,0
2013,Pauls Anchor,2,3,15,0,15,10,25,1
2013,Pauls Anchor,2,4,10,0,70,8,78,0
2013,Pauls Anchor,2,5,10,5,60,10,70,0
2013,Pauls Anchor,3,1,15,5,55,10,65,2
2013,Pauls Anchor,3,2,10,10,25,5,30,3
2013,Pauls Anchor,3,3,10,5,40,1,41,1
2013,Pauls Anchor,3,4,10,5,20,8,28,0
2013,Pauls Anchor,3,5,2,15,25,15,40,0
2013,Pauls Anchor,4,1,0,0,35,20,55,1
2013,Pauls Anchor,4,2,5,0,30,15,45,0
2013,Pauls Anchor,4,3,5,40,25,5,30,2
2013,Pauls Anchor,4,4,0,75,20,5,25,0
2013,Pauls Anchor,4,5,12,0,30,4,34,4
2013,Pauls Anchor,5,1,20,10,70,0,70,0
2013,Pauls Anchor,5,2,1,80,18,1,19,0
2013,Pauls Anchor,5,3,80,10,9,1,10,2
2013,Pauls Anchor,5,4,5,0,90,5,95,0
2013,Pauls Anchor,5,5,24,30,40,6,46,1
2013,Pauls Anchor,6,1,5,2,80,4,84,1
2013,Pauls Anchor,6,2,10,50,30,1,31,0
2013,Pauls Anchor,6,3,5,10,70,5,75,3
2013,Pauls Anchor,6,4,30,4,65,1,66,0
2013,Pauls Anchor,6,5,40,5,40,5,45,1
2013,Coral City,1,1,15,10,70,2,72,0
2013,Coral City,1,2,45,20,15,20,35,0
2013,Coral City,1,3,75,5,10,10,20,0
2013,Coral City,1,4,15,5,50,20,70,1
2013,Coral City,1,5,10,50,20,20,40,0
2013,Coral City,2,1,15,5,70,5,75,1
2013,Coral City,2,2,30,15,20,35,55,0
2013,Coral City,2,3,20,5,60,15,75,0
2013,Coral City,2,4,15,50,10,15,25,0
2013,Coral City,2,5,5,35,15,15,30,0
2013,Coral City,3,1,0,90,10,2,12,1
2013,Coral City,3,2,15,15,40,30,70,0
2013,Coral City,3,3,40,25,30,5,35,0
2013,Coral City,3,4,40,5,40,5,45,0
2013,Coral City,3,5,30,40,25,5,30,1
2013,Coral City,4,1,20,50,20,5,25,1
2013,Coral City,4,2,30,30,40,5,45,0
2013,Coral City,4,3,25,45,25,5,30,0
2013,Coral City,4,4,60,30,9,1,10,0
2013,Coral City,4,5,20,70,5,5,10,1
2013,Coral City,5,1,50,20,25,5,30,0
2013,Coral City,5,2,50,10,25,10,35,1
2013,Coral City,5,3,70,10,5,10,15,1
2013,Coral City,5,4,85,0,5,10,15,0
2013,Coral City,5,5,75,10,5,10,15,0
2013,Coral City,6,1,50,10,15,2,17,2
2013,Coral City,6,2,75,5,5,5,10,1
2013,Coral City,6,3,75,5,10,10,20,0
2013,Coral City,6,4,60,5,15,15,30,0
2013,Coral City,6,5,60,0,25,15,40,1
2013,West Point,1,1,15,0,10,2,12,0
2013,West Point,1,2,3,0,20,5,25,0
2013,West Point,1,3,15,0,10,1,11,0
2013,West Point,1,4,10,5,10,1,11,1
2013,West Point,1,5,15,0,15,2,17,0
