"","X","Year","Month","Day","Site","Depth","Transect","Observer","Species_Code","Coral_genus","Coral_spp","length","width","height","coral_SA","Site_Name"
"15081",15081,"2018",NA,NA,"West Point",11.89,6,"","CNAT","Colpophyllia","natans",NA,35,40,NA,"West Point"
"15082",15082,"2018",NA,NA,"West Point",11.89,6,"","PSTR","Pseudodiploria","strigosa",NA,30,20,NA,"West Point"
"15083",15083,"2018",NA,NA,"West Point",11.89,6,"","PSTR","Pseudodiploria","strigosa",NA,30,30,NA,"West Point"
"15084",15084,"2018",NA,NA,"West Point",11.89,7,"","MALC","Millepora","alcicornis",NA,20,20,NA,"West Point"
"15085",15085,"2018",NA,NA,"West Point",11.89,7,"","PAST","Porites","astreoides",NA,10,5,NA,"West Point"
"15086",15086,"2018",NA,NA,"West Point",11.89,7,"","PAST","Porites","astreoides",NA,20,15,NA,"West Point"
"15087",15087,"2018",NA,NA,"West Point",11.89,7,"","PSTR","Pseudodiploria","strigosa",NA,40,25,NA,"West Point"
"15088",15088,"2018",NA,NA,"West Point",11.89,7,"","PSTR","Pseudodiploria","strigosa",NA,35,40,NA,"West Point"
"15089",15089,"2018",NA,NA,"West Point",11.89,8,"","PSTR","Pseudodiploria","strigosa",NA,30,20,NA,"West Point"
"15090",15090,"2018",NA,NA,"West Point",11.89,8,"","PSTR","Pseudodiploria","strigosa",NA,50,70,NA,"West Point"
"15091",15091,"2018",NA,NA,"West Point",11.89,8,"","PSTR","Pseudodiploria","strigosa",NA,40,30,NA,"West Point"
"15092",15092,"2018",NA,NA,"West Point",11.89,8,"","SSID","Siderastrea","siderea",NA,50,40,NA,"West Point"
"15093",15093,"2018",NA,NA,"West Point",11.89,8,"","OFAV","Orbicella","faveolata",NA,100,60,NA,"West Point"
"15094",15094,"2018",NA,NA,"West Point",11.89,8,"","OFAV","Orbicella","faveolata",NA,15,30,NA,"West Point"
"15095",15095,"2018",NA,NA,"West Point",11.89,8,"","PAST","Porites","astreoides",NA,25,10,NA,"West Point"
"15096",15096,"2018",NA,NA,"West Point",11.89,8,"","PAST","Porites","astreoides",NA,40,30,NA,"West Point"
"15097",15097,"2018",NA,NA,"West Point",11.89,8,"","SSID","Siderastrea","siderea",NA,15,10,NA,"West Point"
"15098",15098,"2018",NA,NA,"West Point",11.89,8,"","DSTO","Dichocoenia","stokesii",NA,20,10,NA,"West Point"
"15099",15099,"2018",NA,NA,"West Point",11.89,9,"","PAST","Porites","astreoides",NA,30,10,NA,"West Point"
"15100",15100,"2018",NA,NA,"West Point",11.89,9,"","OFAV","Orbicella","faveolata",NA,30,60,NA,"West Point"
"15101",15101,"2018",NA,NA,"West Point",11.89,9,"","PAST","Porites","astreoides",NA,15,15,NA,"West Point"
"15102",15102,"2018",NA,NA,"West Point",11.89,9,"","PAST","Porites","astreoides",NA,30,5,NA,"West Point"
"15103",15103,"2018",NA,NA,"West Point",11.89,9,"","CNAT","Colpophyllia","natans",NA,20,20,NA,"West Point"
"15104",15104,"2018",NA,NA,"West Point",11.89,9,"","PSTR","Pseudodiploria","strigosa",NA,30,20,NA,"West Point"
"15105",15105,"2018",NA,NA,"West Point",11.89,9,"","SSID","Siderastrea","siderea",NA,110,40,NA,"West Point"
"15106",15106,"2018",NA,NA,"West Point",11.89,9,"","CNAT","Colpophyllia","natans",NA,50,20,NA,"West Point"
"15107",15107,"2018",NA,NA,"West Point",11.89,9,"","","",NA,NA,NA,NA,NA,"West Point"
"15108",15108,"2018",NA,NA,"West Point",11.89,9,"","","",NA,NA,NA,NA,NA,"West Point"
"15109",15109,"2018",NA,NA,"West Point",11.89,10,"","SINT","Stephanocoenia","intersepta",NA,10,5,NA,"West Point"
"15110",15110,"2018",NA,NA,"West Point",11.89,10,"","DSTO","Dichocoenia","stokesii",NA,5,10,NA,"West Point"
"15111",15111,"2018",NA,NA,"West Point",11.89,10,"","PAST","Porites","astreoides",NA,20,5,NA,"West Point"
"15112",15112,"2018",NA,NA,"West Point",11.89,10,"","CNAT","Colpophyllia","natans",NA,20,20,NA,"West Point"
"15113",15113,"2018",NA,NA,"West Point",11.89,10,"","SSID","Siderastrea","siderea",NA,15,10,NA,"West Point"
"15114",15114,"2018",NA,NA,"West Point",11.89,10,"","PAST","Porites","astreoides",NA,25,5,NA,"West Point"
"15115",15115,"2018",NA,NA,"West Point",11.89,10,"","MCAV","Montastraea","cavernosa",NA,35,20,NA,"West Point"
"15116",15116,"2018",NA,NA,"West Point",11.89,10,"","OFAV","Orbicella","faveolata",NA,40,20,NA,"West Point"
"15117",15117,"2018",NA,NA,"West Point",11.89,10,"","","",NA,NA,NA,NA,NA,"West Point"
"15118",15118,"2018",NA,NA,"West Point",11.89,10,"","","",NA,NA,NA,NA,NA,"West Point"
"15119",15119,"2018",NA,NA,"West Point",11.89,11,"","PAST","Porites","astreoides",NA,10,10,NA,"West Point"
"15120",15120,"2018",NA,NA,"West Point",11.89,11,"","PSTR","Pseudodiploria","strigosa",NA,40,60,NA,"West Point"
"15121",15121,"2018",NA,NA,"West Point",11.89,11,"","SSID","Siderastrea","siderea",NA,140,80,NA,"West Point"
"15122",15122,"2018",NA,NA,"West Point",11.89,11,"","SSID","Siderastrea","siderea",NA,20,5,NA,"West Point"
"15123",15123,"2018",NA,NA,"West Point",11.89,11,"","SSID","Siderastrea","siderea",NA,15,15,NA,"West Point"
"15124",15124,"2018",NA,NA,"West Point",11.89,11,"","PAST","Porites","astreoides",NA,10,5,NA,"West Point"
"15125",15125,"2018",NA,NA,"West Point",11.89,11,"","","",NA,NA,NA,NA,NA,"West Point"
"15126",15126,"2018",NA,NA,"West Point",11.89,11,"","","",NA,NA,NA,NA,NA,"West Point"
"15127",15127,"2018",NA,NA,"West Point",11.89,11,"","","",NA,NA,NA,NA,NA,"West Point"
"15128",15128,"2018",NA,NA,"West Point",11.89,11,"","","",NA,NA,NA,NA,NA,"West Point"
"15129",15129,"2018",NA,NA,"West Point",11.89,11,"","","",NA,NA,NA,NA,NA,"West Point"
"15130",15130,"2018",NA,NA,"Grundy's  Gardens",11.89,1,"","OFAV","Orbicella","faveolata",NA,40,20,NA,"Grundy's Gardens"
"15131",15131,"2018",NA,NA,"Grundy's  Gardens",11.89,1,"","PAST","Porites","astreoides",NA,20,25,NA,"Grundy's Gardens"
"15132",15132,"2018",NA,NA,"Grundy's  Gardens",11.89,1,"","AAGA","Agaricia","agaricites",NA,30,5,NA,"Grundy's Gardens"
"15133",15133,"2018",NA,NA,"Grundy's  Gardens",11.89,1,"","PAST","Porites","astreoides",NA,30,30,NA,"Grundy's Gardens"
"15134",15134,"2018",NA,NA,"Grundy's  Gardens",11.89,1,"","PSTR","Pseudodiploria","strigosa",NA,30,30,NA,"Grundy's Gardens"
"15135",15135,"2018",NA,NA,"Grundy's  Gardens",11.89,1,"","PAST","Porites","astreoides",NA,40,20,NA,"Grundy's Gardens"
"15136",15136,"2018",NA,NA,"Grundy's  Gardens",11.89,1,"","PAST","Porites","astreoides",NA,20,10,NA,"Grundy's Gardens"
"15137",15137,"2018",NA,NA,"Grundy's  Gardens",11.89,1,"","PSTR","Pseudodiploria","strigosa",NA,150,50,NA,"Grundy's Gardens"
"15138",15138,"2018",NA,NA,"Grundy's  Gardens",11.89,1,"","SSID","Siderastrea","siderea",NA,60,30,NA,"Grundy's Gardens"
"15139",15139,"2018",NA,NA,"Grundy's  Gardens",11.89,2,"","MCAV","Montastraea","cavernosa",NA,30,30,NA,"Grundy's Gardens"
"15140",15140,"2018",NA,NA,"Grundy's  Gardens",11.89,2,"","PSTR","Pseudodiploria","strigosa",NA,30,20,NA,"Grundy's Gardens"
"15141",15141,"2018",NA,NA,"Grundy's  Gardens",11.89,2,"","PAST","Porites","astreoides",NA,40,25,NA,"Grundy's Gardens"
"15142",15142,"2018",NA,NA,"Grundy's  Gardens",11.89,2,"","SSID","Siderastrea","siderea",NA,50,20,NA,"Grundy's Gardens"
"15143",15143,"2018",NA,NA,"Grundy's  Gardens",11.89,2,"","OANN","Orbicella","annularis",NA,100,20,NA,"Grundy's Gardens"
"15144",15144,"2018",NA,NA,"Grundy's  Gardens",11.89,2,"","SSID","Siderastrea","siderea",NA,60,30,NA,"Grundy's Gardens"
"15145",15145,"2018",NA,NA,"Grundy's  Gardens",11.89,2,"","PPOR","Porites","porites",NA,30,20,NA,"Grundy's Gardens"
"15146",15146,"2018",NA,NA,"Grundy's  Gardens",11.89,2,"","OANN","Orbicella","annularis",NA,50,50,NA,"Grundy's Gardens"
"15147",15147,"2018",NA,NA,"Grundy's  Gardens",11.89,2,"","SSID","Siderastrea","siderea",NA,20,60,NA,"Grundy's Gardens"
"15148",15148,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","OANN","Orbicella","annularis",NA,20,30,NA,"Grundy's Gardens"
"15149",15149,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","OFAV","Orbicella","faveolata",NA,70,40,NA,"Grundy's Gardens"
"15150",15150,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","MCAV","Montastraea","cavernosa",NA,40,20,NA,"Grundy's Gardens"
"15151",15151,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","SSID","Siderastrea","siderea",NA,50,40,NA,"Grundy's Gardens"
"15152",15152,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","OFAV","Orbicella","faveolata",NA,420,240,NA,"Grundy's Gardens"
"15153",15153,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","AAGA","Agaricia","agaricites",NA,30,10,NA,"Grundy's Gardens"
"15154",15154,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","OANN","Orbicella","annularis",NA,60,60,NA,"Grundy's Gardens"
"15155",15155,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","OFAV","Orbicella","faveolata",NA,120,150,NA,"Grundy's Gardens"
"15156",15156,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","OANN","Orbicella","annularis",NA,50,40,NA,"Grundy's Gardens"
"15157",15157,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","SSID","Siderastrea","siderea",NA,40,10,NA,"Grundy's Gardens"
"15158",15158,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","SSID","Siderastrea","siderea",NA,20,10,NA,"Grundy's Gardens"
"15159",15159,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","PSTR","Pseudodiploria","strigosa",NA,40,20,NA,"Grundy's Gardens"
"15160",15160,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","MCAV","Montastraea","cavernosa",NA,30,10,NA,"Grundy's Gardens"
"15161",15161,"2018",NA,NA,"Grundy's  Gardens",11.89,3,"","PPOR","Porites","porites",NA,20,10,NA,"Grundy's Gardens"
"15162",15162,"2018",NA,NA,"Grundy's  Gardens",11.89,4,"","SSID","Siderastrea","siderea",NA,45,25,NA,"Grundy's Gardens"
"15163",15163,"2018",NA,NA,"Grundy's  Gardens",11.89,4,"","MCAV","Montastraea","cavernosa",NA,25,30,NA,"Grundy's Gardens"
"15164",15164,"2018",NA,NA,"Grundy's  Gardens",11.89,4,"","PAST","Porites","astreoides",NA,20,15,NA,"Grundy's Gardens"
"15165",15165,"2018",NA,NA,"Grundy's  Gardens",11.89,4,"","SSID","Siderastrea","siderea",NA,45,30,NA,"Grundy's Gardens"
"15166",15166,"2018",NA,NA,"Grundy's  Gardens",11.89,4,"","PSTR","Pseudodiploria","strigosa",NA,50,20,NA,"Grundy's Gardens"
"15167",15167,"2018",NA,NA,"Grundy's  Gardens",11.89,4,"","PSTR","Pseudodiploria","strigosa",NA,20,15,NA,"Grundy's Gardens"
"15168",15168,"2018",NA,NA,"Grundy's  Gardens",11.89,5,"","AAGA","Agaricia","agaricites",NA,90,95,NA,"Grundy's Gardens"
"15169",15169,"2018",NA,NA,"Grundy's  Gardens",11.89,5,"","AAGA","Agaricia","agaricites",NA,50,45,NA,"Grundy's Gardens"
"15170",15170,"2018",NA,NA,"Grundy's  Gardens",11.89,5,"","OFAV","Orbicella","faveolata",NA,195,90,NA,"Grundy's Gardens"
"15171",15171,"2018",NA,NA,"Grundy's  Gardens",11.89,5,"","AAGA","Agaricia","agaricites",NA,35,40,NA,"Grundy's Gardens"
"15172",15172,"2018",NA,NA,"Grundy's  Gardens",11.89,5,"","AAGA","Agaricia","agaricites",NA,20,25,NA,"Grundy's Gardens"
"15173",15173,"2018",NA,NA,"Grundy's  Gardens",11.89,6,"","SSID","Siderastrea","siderea",NA,10,5,NA,"Grundy's Gardens"
"15174",15174,"2018",NA,NA,"Grundy's  Gardens",11.89,6,"","PAST","Porites","astreoides",NA,15,15,NA,"Grundy's Gardens"
"15175",15175,"2018",NA,NA,"Grundy's  Gardens",11.89,6,"","AAGA","Agaricia","agaricites",NA,45,40,NA,"Grundy's Gardens"
"15176",15176,"2018",NA,NA,"Grundy's  Gardens",11.89,6,"","APAL","Acropora","palmata",NA,125,80,NA,"Grundy's Gardens"
"15177",15177,"2018",NA,NA,"Grundy's  Gardens",11.89,6,"","MCAV","Montastraea","cavernosa",NA,75,60,NA,"Grundy's Gardens"
"15178",15178,"2018",NA,NA,"Grundy's  Gardens",11.89,6,"","PFUR","Porites","furcata",NA,30,20,NA,"Grundy's Gardens"
"15179",15179,"2018",NA,NA,"Grundy's  Gardens",11.89,6,"","PFUR","Porites","furcata",NA,35,15,NA,"Grundy's Gardens"
"15180",15180,"2018",NA,NA,"Grundy's  Gardens",11.89,6,"","PFUR","Porites","furcata",NA,25,10,NA,"Grundy's Gardens"
"15181",15181,"2018",NA,NA,"Grundy's  Gardens",11.89,7,"","SSID","Siderastrea","siderea",NA,20,5,NA,"Grundy's Gardens"
"15182",15182,"2018",NA,NA,"Grundy's  Gardens",11.89,7,"","AAGA","Agaricia","agaricites",NA,30,10,NA,"Grundy's Gardens"
"15183",15183,"2018",NA,NA,"Grundy's  Gardens",11.89,7,"","AAGA","Agaricia","agaricites",NA,40,40,NA,"Grundy's Gardens"
"15184",15184,"2018",NA,NA,"Grundy's  Gardens",11.89,7,"","ALAM","Agaricia","lamarcki",NA,15,5,NA,"Grundy's Gardens"
"15185",15185,"2018",NA,NA,"Grundy's  Gardens",11.89,7,"","PDIV","Porites","divaricata",NA,20,5,NA,"Grundy's Gardens"
"15186",15186,"2018",NA,NA,"Grundy's  Gardens",11.89,7,"","PAST","Porites","astreoides",NA,10,5,NA,"Grundy's Gardens"
"15187",15187,"2018",NA,NA,"Grundy's  Gardens",11.89,7,"","SSID","Siderastrea","siderea",NA,25,20,NA,"Grundy's Gardens"
"15188",15188,"2018",NA,NA,"Grundy's  Gardens",11.89,7,"","PDIV","Porites","divaricata",NA,35,10,NA,"Grundy's Gardens"
"15189",15189,"2018",NA,NA,"Grundy's  Gardens",11.89,7,"","PSTR","Pseudodiploria","strigosa",NA,25,20,NA,"Grundy's Gardens"
"15190",15190,"2018",NA,NA,"Grundy's  Gardens",11.89,7,"","SSID","Siderastrea","siderea",NA,60,30,NA,"Grundy's Gardens"
"15191",15191,"2018",NA,NA,"Grundy's  Gardens",11.89,7,"","SSID","Siderastrea","siderea",NA,40,20,NA,"Grundy's Gardens"
"15192",15192,"2018",NA,NA,"Grundy's  Gardens",11.89,8,"","MMEA","Meandrina","meandrites",NA,15,5,NA,"Grundy's Gardens"
"15193",15193,"2018",NA,NA,"Grundy's  Gardens",11.89,8,"","PAST","Porites","astreoides",NA,20,5,NA,"Grundy's Gardens"
"15194",15194,"2018",NA,NA,"Grundy's  Gardens",11.89,8,"","CNAT","Colpophyllia","natans",NA,60,90,NA,"Grundy's Gardens"
"15195",15195,"2018",NA,NA,"Grundy's  Gardens",11.89,8,"","MCAV","Montastraea","cavernosa",NA,30,90,NA,"Grundy's Gardens"
"15196",15196,"2018",NA,NA,"Grundy's  Gardens",11.89,8,"","APAL","Acropora","palmata",NA,130,210,NA,"Grundy's Gardens"
"15197",15197,"2018",NA,NA,"Grundy's  Gardens",11.89,8,"","SSID","Siderastrea","siderea",NA,50,30,NA,"Grundy's Gardens"
"15198",15198,"2018",NA,NA,"Grundy's  Gardens",11.89,8,"","PSTR","Pseudodiploria","strigosa",NA,60,20,NA,"Grundy's Gardens"
"15199",15199,"2018",NA,NA,"Grundy's  Gardens",11.89,8,"","OANN","Orbicella","annularis",NA,110,90,NA,"Grundy's Gardens"
"15200",15200,"2018",NA,NA,"Grundy's  Gardens",11.89,8,"","","",NA,NA,NA,NA,NA,"Grundy's Gardens"
"15201",15201,"2018",NA,NA,"Grundy's  Gardens",11.89,8,"","","",NA,NA,NA,NA,NA,"Grundy's Gardens"
"15202",15202,"2018",NA,NA,"Grundy's  Gardens",11.89,9,"","CNAT","Colpophyllia","natans",NA,30,10,NA,"Grundy's Gardens"
"15203",15203,"2018",NA,NA,"Grundy's  Gardens",11.89,9,"","MCAV","Montastraea","cavernosa",NA,15,10,NA,"Grundy's Gardens"
"15204",15204,"2018",NA,NA,"Grundy's  Gardens",11.89,9,"","MCAV","Montastraea","cavernosa",NA,20,15,NA,"Grundy's Gardens"
"15205",15205,"2018",NA,NA,"Grundy's  Gardens",11.89,9,"","DSTO","Dichocoenia","stokesii",NA,30,10,NA,"Grundy's Gardens"
"15206",15206,"2018",NA,NA,"Grundy's  Gardens",11.89,9,"","SSID","Siderastrea","siderea",NA,70,40,NA,"Grundy's Gardens"
"15207",15207,"2018",NA,NA,"Grundy's  Gardens",11.89,9,"","ALAM","Agaricia","lamarcki",NA,10,5,NA,"Grundy's Gardens"
"15208",15208,"2018",NA,NA,"Grundy's  Gardens",11.89,9,"","SINT","Stephanocoenia","intersepta",NA,25,5,NA,"Grundy's Gardens"
"15209",15209,"2018",NA,NA,"Grundy's  Gardens",11.89,9,"","ALAM","Agaricia","lamarcki",NA,40,15,NA,"Grundy's Gardens"
"15210",15210,"2018",NA,NA,"Grundy's  Gardens",11.89,9,"","MCAV","Montastraea","cavernosa",NA,30,70,NA,"Grundy's Gardens"
"15211",15211,"2018",NA,NA,"Grundy's  Gardens",11.89,9,"","","",NA,NA,NA,NA,NA,"Grundy's Gardens"
"15212",15212,"2018",NA,NA,"Grundy's  Gardens",11.89,10,"","SSID","Siderastrea","siderea",NA,80,30,NA,"Grundy's Gardens"
"15213",15213,"2018",NA,NA,"Grundy's  Gardens",11.89,10,"","SINT","Stephanocoenia","intersepta",NA,30,10,NA,"Grundy's Gardens"
"15214",15214,"2018",NA,NA,"Grundy's  Gardens",11.89,10,"","SSID","Siderastrea","siderea",NA,40,35,NA,"Grundy's Gardens"
"15215",15215,"2018",NA,NA,"Grundy's  Gardens",11.89,10,"","CNAT","Colpophyllia","natans",NA,15,5,NA,"Grundy's Gardens"
"15216",15216,"2018",NA,NA,"Grundy's  Gardens",11.89,10,"","SSID","Siderastrea","siderea",NA,25,10,NA,"Grundy's Gardens"
"15217",15217,"2018",NA,NA,"Grundy's  Gardens",11.89,10,"","PAST","Porites","astreoides",NA,20,10,NA,"Grundy's Gardens"
"15218",15218,"2018",NA,NA,"Grundy's  Gardens",11.89,10,"","MCAV","Montastraea","cavernosa",NA,15,10,NA,"Grundy's Gardens"
"15219",15219,"2018",NA,NA,"Grundy's  Gardens",11.89,10,"","","",NA,NA,NA,NA,NA,"Grundy's Gardens"
"15220",15220,"2018",NA,NA,"Grundy's  Gardens",11.89,10,"","","",NA,NA,NA,NA,NA,"Grundy's Gardens"
"15221",15221,"2018",NA,NA,"Grundy's  Gardens",11.89,10,"","","",NA,NA,NA,NA,NA,"Grundy's Gardens"
"15222",15222,"2018",NA,NA,"Grundy's  Gardens",11.89,10,"","","",NA,NA,NA,NA,NA,"Grundy's Gardens"
"15223",15223,"2018",NA,NA,"Black Tip Tunnels",11.89,1,"","MMEA","Meandrina","meandrites",NA,30,10,NA,"Blacktip Blvd."
"15224",15224,"2018",NA,NA,"Black Tip Tunnels",11.89,1,"","OFAV","Orbicella","faveolata",NA,20,10,NA,"Blacktip Blvd."
"15225",15225,"2018",NA,NA,"Black Tip Tunnels",11.89,1,"","OFAV","Orbicella","faveolata",NA,15,40,NA,"Blacktip Blvd."
"15226",15226,"2018",NA,NA,"Black Tip Tunnels",11.89,1,"","OFAV","Orbicella","faveolata",NA,70,40,NA,"Blacktip Blvd."
"15227",15227,"2018",NA,NA,"Black Tip Tunnels",11.89,1,"","SSID","Siderastrea","siderea",NA,50,30,NA,"Blacktip Blvd."
"15228",15228,"2018",NA,NA,"Black Tip Tunnels",11.89,1,"","PAST","Porites","astreoides",NA,40,40,NA,"Blacktip Blvd."
"15229",15229,"2018",NA,NA,"Black Tip Tunnels",11.89,2,"","OFRA","Orbicella","franksi",NA,40,20,NA,"Blacktip Blvd."
"15230",15230,"2018",NA,NA,"Black Tip Tunnels",11.89,2,"","OFAV","Orbicella","faveolata",NA,40,30,NA,"Blacktip Blvd."
"15231",15231,"2018",NA,NA,"Black Tip Tunnels",11.89,2,"","SSID","Siderastrea","siderea",NA,40,10,NA,"Blacktip Blvd."
"15232",15232,"2018",NA,NA,"Black Tip Tunnels",11.89,2,"","MCAV","Montastraea","cavernosa",NA,20,20,NA,"Blacktip Blvd."
"15233",15233,"2018",NA,NA,"Black Tip Tunnels",11.89,2,"","AAGA","Agaricia","agaricites",NA,30,20,NA,"Blacktip Blvd."
"15234",15234,"2018",NA,NA,"Black Tip Tunnels",11.89,2,"","SSID","Siderastrea","siderea",NA,30,10,NA,"Blacktip Blvd."
"15235",15235,"2018",NA,NA,"Black Tip Tunnels",11.89,2,"","SSID","Siderastrea","siderea",NA,30,20,NA,"Blacktip Blvd."
"15236",15236,"2018",NA,NA,"Black Tip Tunnels",11.89,2,"","MCAV","Montastraea","cavernosa",NA,30,25,NA,"Blacktip Blvd."
"15237",15237,"2018",NA,NA,"Black Tip Tunnels",11.89,2,"","AAGA","Agaricia","agaricites",NA,40,20,NA,"Blacktip Blvd."
"15238",15238,"2018",NA,NA,"Black Tip Tunnels",11.89,3,"","SSID","Siderastrea","siderea",NA,10,10,NA,"Blacktip Blvd."
"15239",15239,"2018",NA,NA,"Black Tip Tunnels",11.89,3,"","PAST","Porites","astreoides",NA,20,20,NA,"Blacktip Blvd."
"15240",15240,"2018",NA,NA,"Black Tip Tunnels",11.89,3,"","ALAM","Agaricia","lamarcki",NA,30,10,NA,"Blacktip Blvd."
"15241",15241,"2018",NA,NA,"Black Tip Tunnels",11.89,3,"","MCAV","Montastraea","cavernosa",NA,30,10,NA,"Blacktip Blvd."
"15242",15242,"2018",NA,NA,"Black Tip Tunnels",11.89,3,"","CNAT","Colpophyllia","natans",NA,60,30,NA,"Blacktip Blvd."
"15243",15243,"2018",NA,NA,"Black Tip Tunnels",11.89,3,"","DSTO","Dichocoenia","stokesii",NA,10,5,NA,"Blacktip Blvd."
"15244",15244,"2018",NA,NA,"Black Tip Tunnels",11.89,3,"","DSTO","Dichocoenia","stokesii",NA,20,10,NA,"Blacktip Blvd."
"15245",15245,"2018",NA,NA,"Black Tip Tunnels",11.89,4,"","PPOR","Porites","porites",NA,50,30,NA,"Blacktip Blvd."
"15246",15246,"2018",NA,NA,"Black Tip Tunnels",11.89,4,"","OANN","Orbicella","annularis",NA,20,30,NA,"Blacktip Blvd."
"15247",15247,"2018",NA,NA,"Black Tip Tunnels",11.89,4,"","SSID","Siderastrea","siderea",NA,60,20,NA,"Blacktip Blvd."
"15248",15248,"2018",NA,NA,"Black Tip Tunnels",11.89,4,"","PCLI","Pseudodiploria","clivosa",NA,50,10,NA,"Blacktip Blvd."
"15249",15249,"2018",NA,NA,"Black Tip Tunnels",11.89,4,"","MLAM","Mycetophyllia","lamarckiana",NA,20,5,NA,"Blacktip Blvd."
"15250",15250,"2018",NA,NA,"Black Tip Tunnels",11.89,4,"","AAGA","Agaricia","agaricites",NA,30,10,NA,"Blacktip Blvd."
"15251",15251,"2018",NA,NA,"Black Tip Tunnels",11.89,4,"","PSTR","Pseudodiploria","strigosa",NA,30,15,NA,"Blacktip Blvd."
"15252",15252,"2018",NA,NA,"Black Tip Tunnels",11.89,4,"","CNAT","Colpophyllia","natans",NA,30,20,NA,"Blacktip Blvd."
"15253",15253,"2018",NA,NA,"Black Tip Tunnels",11.89,4,"","SSID","Siderastrea","siderea",NA,40,40,NA,"Blacktip Blvd."
"15254",15254,"2018",NA,NA,"Black Tip Tunnels",11.89,5,"","AAGA","Agaricia","agaricites",NA,25,30,NA,"Blacktip Blvd."
"15255",15255,"2018",NA,NA,"Black Tip Tunnels",11.89,5,"","PFUR","Porites","furcata",NA,30,15,NA,"Blacktip Blvd."
"15256",15256,"2018",NA,NA,"Black Tip Tunnels",11.89,5,"","AAGA","Agaricia","agaricites",NA,25,20,NA,"Blacktip Blvd."
"15257",15257,"2018",NA,NA,"Black Tip Tunnels",11.89,5,"","AAGA","Agaricia","agaricites",NA,55,30,NA,"Blacktip Blvd."
"15258",15258,"2018",NA,NA,"Black Tip Tunnels",11.89,5,"","OFAV","Orbicella","faveolata",NA,30,15,NA,"Blacktip Blvd."
"15259",15259,"2018",NA,NA,"Black Tip Tunnels",11.89,5,"","AAGA","Agaricia","agaricites",NA,20,10,NA,"Blacktip Blvd."
"15260",15260,"2018",NA,NA,"Black Tip Tunnels",11.89,5,"","OFAV","Orbicella","faveolata",NA,25,30,NA,"Blacktip Blvd."
"15261",15261,"2018",NA,NA,"Black Tip Tunnels",11.89,6,"","SSID","Siderastrea","siderea",NA,30,30,NA,"Blacktip Blvd."
"15262",15262,"2018",NA,NA,"Black Tip Tunnels",11.89,6,"","AAGA","Agaricia","agaricites",NA,40,35,NA,"Blacktip Blvd."
"15263",15263,"2018",NA,NA,"Black Tip Tunnels",11.89,6,"","AAGA","Agaricia","agaricites",NA,20,20,NA,"Blacktip Blvd."
"15264",15264,"2018",NA,NA,"Black Tip Tunnels",11.89,6,"","OFAV","Orbicella","faveolata",NA,20,25,NA,"Blacktip Blvd."
"15265",15265,"2018",NA,NA,"Black Tip Tunnels",11.89,6,"","AAGA","Agaricia","agaricites",NA,40,40,NA,"Blacktip Blvd."
"15266",15266,"2018",NA,NA,"Black Tip Tunnels",11.89,6,"","SSID","Siderastrea","siderea",NA,40,30,NA,"Blacktip Blvd."
"15267",15267,"2018",NA,NA,"Black Tip Tunnels",11.89,6,"","MCAV","Montastraea","cavernosa",NA,30,35,NA,"Blacktip Blvd."
"15268",15268,"2018",NA,NA,"Black Tip Tunnels",11.89,6,"","SSID","Siderastrea","siderea",NA,30,20,NA,"Blacktip Blvd."
"15269",15269,"2018",NA,NA,"Black Tip Tunnels",11.89,7,"","SSID","Siderastrea","siderea",NA,60,40,NA,"Blacktip Blvd."
"15270",15270,"2018",NA,NA,"Black Tip Tunnels",11.89,7,"","PAST","Porites","astreoides",NA,15,10,NA,"Blacktip Blvd."
"15271",15271,"2018",NA,NA,"Black Tip Tunnels",11.89,7,"","AAGA","Agaricia","agaricites",NA,15,5,NA,"Blacktip Blvd."
"15272",15272,"2018",NA,NA,"Black Tip Tunnels",11.89,7,"","SSID","Siderastrea","siderea",NA,20,15,NA,"Blacktip Blvd."
"15273",15273,"2018",NA,NA,"Black Tip Tunnels",11.89,8,"","AAGA","Agaricia","agaricites",NA,20,10,NA,"Blacktip Blvd."
"15274",15274,"2018",NA,NA,"Black Tip Tunnels",11.89,8,"","SSID","Siderastrea","siderea",NA,15,5,NA,"Blacktip Blvd."
"15275",15275,"2018",NA,NA,"Black Tip Tunnels",11.89,8,"","DSTO","Dichocoenia","stokesii",NA,10,5,NA,"Blacktip Blvd."
"15276",15276,"2018",NA,NA,"Black Tip Tunnels",11.89,8,"","SINT","Stephanocoenia","intersepta",NA,10,5,NA,"Blacktip Blvd."
