date,year,month,day,site,mpa,observer,transect,common_name,sizeclass,count,fish_spp,common_family,foodweb,a,b,biomass,density
20039,2022,September,5,Jigsaw,Outside,ADC,2,,10,3,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,55.920388,0.05
20040,2022,September,5,Jigsaw,Outside,ADC,2,,20,3,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,459.9401928,0.05
20041,2022,September,5,Jigsaw,Outside,ADC,2,,40,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,2521.977982,0.033333333
20042,2022,September,5,Jigsaw,Outside,ADC,2,,5,11,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,20.48019373,0.183333333
20043,2022,September,5,Jigsaw,Outside,ADC,2,,10,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,33.05337854,0.033333333
20044,2022,September,5,Jigsaw,Outside,ADC,2,,20,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,293.4001583,0.033333333
20045,2022,September,5,Jigsaw,Outside,ADC,2,,30,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,1052.319964,0.033333333
20046,2022,September,5,Jigsaw,Outside,ADC,2,,5,2,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,5.740440657,0.033333333
20047,2022,September,5,Jigsaw,Outside,ADC,2,,10,2,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,43.74849516,0.033333333
20048,2022,September,5,Jigsaw,Outside,ADC,2,,40,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,1270.483116,0.016666667
20049,2022,September,5,Jigsaw,Outside,ADC,2,,5,4,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,8.158428117,0.066666667
20050,2022,September,5,Jigsaw,Outside,ADC,2,,20,4,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,536.8187361,0.066666667
20051,2022,September,5,Jigsaw,Outside,ADC,2,,30,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,456.6287756,0.016666667
20052,2022,September,5,Jigsaw,Outside,ADC,2,,5,3,Scarus_/_Sparisoma,Parrotfish,Herbivore,0.0121,3.028,4.746656432,0.05
20053,2022,September,5,Jigsaw,Outside,ADC,2,,40,1,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,1164.8,0.016666667
20054,2022,September,5,Jigsaw,Outside,ADC,2,,40,1,Ocyurus_chrysurus,Snapper,Carnivore,0.0295,2.79,870.100447,0.016666667
20055,2022,September,5,Jigsaw,Outside,ADC,2,,5,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,7.47371476,0.033333333
20056,2022,September,5,Jigsaw,Outside,ADC,2,,10,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,28.8765304,0.016666667
20057,2022,September,5,Jigsaw,Outside,ADC,2,,30,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,1475.987594,0.033333333
20058,2022,September,5,Jigsaw,Outside,ADC,2,,5,1,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,2.734929501,0.016666667
20059,2022,September,5,Jigsaw,Outside,ADC,2,,10,2,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,40.82847126,0.033333333
20060,2022,September,5,Jigsaw,Outside,ADC,2,,20,2,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,304.7544855,0.033333333
20061,2022,September,5,Jigsaw,Outside,ADC,2,,5,3,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,4.697719357,0.05
20062,2022,September,5,Jigsaw,Outside,ADC,2,,10,7,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,96.62689852,0.116666667
20063,2022,September,5,Jigsaw,Outside,ADC,2,,20,3,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,365.0525959,0.05
20087,2022,September,5,Jigsaw,Outside,ADC,3,,5,4,Stegastes_planifrons,Damselfish,Herbivore,0.02138,2.96,10.0234887,0.066666667
20088,2022,September,5,Jigsaw,Outside,ADC,3,,10,4,Stegastes_planifrons,Damselfish,Herbivore,0.02138,2.96,77.99516698,0.066666667
20081,2022,September,5,Jigsaw,Outside,ADC,3,,10,3,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,42.51223521,0.05
20082,2022,September,5,Jigsaw,Outside,ADC,3,,20,4,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,489.3909827,0.066666667
20067,2022,September,5,Jigsaw,Outside,ADC,3,,30,1,Haemulon_carbonarium,Grunt,Carnivore,0.01622,2.99,423.2952563,0.016666667
20068,2022,September,5,Jigsaw,Outside,ADC,3,,30,3,Haemulon_flavolineatum,Grunt,Carnivore,0.0186,2.99,1456.219192,0.05
20090,2022,September,5,Jigsaw,Outside,ADC,3,,40,1,Haemulon_parra,Grunt,Carnivore,0.0174,3.04,1290.65932,0.016666667
20069,2022,September,5,Jigsaw,Outside,ADC,3,,5,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,2.266301752,0.016666667
20070,2022,September,5,Jigsaw,Outside,ADC,3,,20,4,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,613.2535904,0.066666667
20071,2022,September,5,Jigsaw,Outside,ADC,3,,5,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,5.585507382,0.05
20072,2022,September,5,Jigsaw,Outside,ADC,3,,10,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,16.52668927,0.016666667
20073,2022,September,5,Jigsaw,Outside,ADC,3,,20,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,293.4001583,0.033333333
20074,2022,September,5,Jigsaw,Outside,ADC,3,,30,4,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,2104.639929,0.066666667
20075,2022,September,5,Jigsaw,Outside,ADC,3,,5,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,2.870220329,0.016666667
20076,2022,September,5,Jigsaw,Outside,ADC,3,,10,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,21.87424758,0.016666667
20077,2022,September,5,Jigsaw,Outside,ADC,3,,30,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,546.8880071,0.016666667
20078,2022,September,5,Jigsaw,Outside,ADC,3,,40,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,1270.483116,0.016666667
20079,2022,September,5,Jigsaw,Outside,ADC,3,,5,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,2.039607029,0.016666667
20080,2022,September,5,Jigsaw,Outside,ADC,3,,20,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,134.204684,0.016666667
20083,2022,September,5,Jigsaw,Outside,ADC,3,,40,2,Ocyurus_chrysurus,Snapper,Carnivore,0.0295,2.79,1740.200894,0.033333333
20089,2022,September,5,Jigsaw,Outside,ADC,3,,30,1,Lutjanus_mahogoni,Snapper,Carnivore,0.0617,2.65,506.5898558,0.016666667
20084,2022,September,5,Jigsaw,Outside,ADC,3,,20,2,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,304.7544855,0.033333333
20085,2022,September,5,Jigsaw,Outside,ADC,3,,5,2,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,3.131812905,0.033333333
20086,2022,September,5,Jigsaw,Outside,ADC,3,,10,4,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,55.21537058,0.066666667
20114,2022,September,5,Jigsaw,Outside,ADC,4,,40,1,Pomacanthus_paru,Angelfish,Omnivore,0.049,2.96,2705.787302,0.016666667
20091,2022,September,5,Jigsaw,Outside,ADC,4,,10,1,Chaetodon_capistratus,Butterflyfish,Corallivore,0.0234,3.19,36.24230888,0.016666667
20112,2022,September,5,Jigsaw,Outside,ADC,4,,5,2,Stegastes_planifrons,Damselfish,Herbivore,0.02138,2.96,5.011744349,0.033333333
20113,2022,September,5,Jigsaw,Outside,ADC,4,,10,2,Stegastes_planifrons,Damselfish,Herbivore,0.02138,2.96,38.99758349,0.033333333
20104,2022,September,5,Jigsaw,Outside,ADC,4,,10,2,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,28.34149014,0.033333333
20105,2022,September,5,Jigsaw,Outside,ADC,4,,20,4,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,489.3909827,0.066666667
20092,2022,September,5,Jigsaw,Outside,ADC,4,,30,2,Haemulon_flavolineatum,Grunt,Carnivore,0.0186,2.99,970.8127949,0.033333333
20111,2022,September,5,Jigsaw,Outside,ADC,4,,20,1,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,122.6695505,0.016666667
20093,2022,September,5,Jigsaw,Outside,ADC,4,,5,7,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,15.86411227,0.116666667
20094,2022,September,5,Jigsaw,Outside,ADC,4,,10,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,37.28025867,0.033333333
20095,2022,September,5,Jigsaw,Outside,ADC,4,,5,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,5.585507382,0.05
20096,2022,September,5,Jigsaw,Outside,ADC,4,,10,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,16.52668927,0.016666667
20097,2022,September,5,Jigsaw,Outside,ADC,4,,20,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,440.1002374,0.05
20098,2022,September,5,Jigsaw,Outside,ADC,4,,30,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,526.1599821,0.016666667
20099,2022,September,5,Jigsaw,Outside,ADC,4,,5,2,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,5.740440657,0.033333333
20100,2022,September,5,Jigsaw,Outside,ADC,4,,5,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,2.039607029,0.016666667
20101,2022,September,5,Jigsaw,Outside,ADC,4,,10,4,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,66.17852424,0.066666667
20102,2022,September,5,Jigsaw,Outside,ADC,4,,20,3,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,402.6140521,0.05
20103,2022,September,5,Jigsaw,Outside,ADC,4,,30,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,456.6287756,0.016666667
20106,2022,September,5,Jigsaw,Outside,ADC,4,,30,1,Ocyurus_chrysurus,Snapper,Carnivore,0.0295,2.79,389.9332923,0.016666667
20107,2022,September,5,Jigsaw,Outside,ADC,4,,20,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,223.1431181,0.016666667
20108,2022,September,5,Jigsaw,Outside,ADC,4,,20,1,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,152.3772427,0.016666667
20109,2022,September,5,Jigsaw,Outside,ADC,4,,5,6,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,9.395438714,0.1
20110,2022,September,5,Jigsaw,Outside,ADC,4,,10,7,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,96.62689852,0.116666667
20138,2022,September,5,Jigsaw,Outside,ADC,5,,40,1,Sphyraena_barracuda,Barracuda,Carnivore,0.0115,2.94,589.8671556,0.016666667
20115,2022,September,5,Jigsaw,Outside,ADC,5,,10,1,Chaetodon_capistratus,Butterflyfish,Corallivore,0.0234,3.19,36.24230888,0.016666667
20136,2022,September,5,Jigsaw,Outside,ADC,5,,5,4,Stegastes_planifrons,Damselfish,Herbivore,0.02138,2.96,10.0234887,0.066666667
20137,2022,September,5,Jigsaw,Outside,ADC,5,,10,1,Stegastes_planifrons,Damselfish,Herbivore,0.02138,2.96,19.49879175,0.016666667
20128,2022,September,5,Jigsaw,Outside,ADC,5,,10,1,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,14.17074507,0.016666667
20129,2022,September,5,Jigsaw,Outside,ADC,5,,20,4,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,489.3909827,0.066666667
20116,2022,September,5,Jigsaw,Outside,ADC,5,,30,1,Haemulon_flavolineatum,Grunt,Carnivore,0.0186,2.99,485.4063974,0.016666667
20135,2022,September,5,Jigsaw,Outside,ADC,5,,30,1,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,412.3344666,0.016666667
20117,2022,September,5,Jigsaw,Outside,ADC,5,,5,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,4.532603504,0.033333333
20118,2022,September,5,Jigsaw,Outside,ADC,5,,30,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,1051.786353,0.033333333
20119,2022,September,5,Jigsaw,Outside,ADC,5,,5,10,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,18.61835794,0.166666667
20120,2022,September,5,Jigsaw,Outside,ADC,5,,10,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,33.05337854,0.033333333
20121,2022,September,5,Jigsaw,Outside,ADC,5,,20,6,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,880.2004748,0.1
20122,2022,September,5,Jigsaw,Outside,ADC,5,,30,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,1052.319964,0.033333333
20123,2022,September,5,Jigsaw,Outside,ADC,5,,5,2,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,5.740440657,0.033333333
20124,2022,September,5,Jigsaw,Outside,ADC,5,,5,6,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,12.23764218,0.1
20125,2022,September,5,Jigsaw,Outside,ADC,5,,10,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,16.54463106,0.016666667
20126,2022,September,5,Jigsaw,Outside,ADC,5,,20,2,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,268.409368,0.033333333
20127,2022,September,5,Jigsaw,Outside,ADC,5,,30,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,456.6287756,0.016666667
20130,2022,September,5,Jigsaw,Outside,ADC,5,,10,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,28.8765304,0.016666667
20131,2022,September,5,Jigsaw,Outside,ADC,5,,20,4,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,892.5724724,0.066666667
20132,2022,September,5,Jigsaw,Outside,ADC,5,,20,3,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,457.1317282,0.05
20133,2022,September,5,Jigsaw,Outside,ADC,5,,5,1,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,1.565906452,0.016666667
20134,2022,September,5,Jigsaw,Outside,ADC,5,,10,4,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,55.21537058,0.066666667
20968,2022,September,5,Jigsaw,Outside,VEM,1,,10,1,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,14.17074507,0.016666667
20957,2022,September,5,Jigsaw,Outside,VEM,1,,20,2,Haemulon_flavolineatum,Grunt,Carnivore,0.0186,2.99,288.8169164,0.033333333
20974,2022,September,5,Jigsaw,Outside,VEM,1,,20,2,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,245.3391011,0.033333333
20958,2022,September,5,Jigsaw,Outside,VEM,1,,10,4,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,74.56051734,0.066666667
20959,2022,September,5,Jigsaw,Outside,VEM,1,,20,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,153.3133976,0.016666667
20960,2022,September,5,Jigsaw,Outside,VEM,1,,20,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,146.7000791,0.016666667
20961,2022,September,5,Jigsaw,Outside,VEM,1,,5,5,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,14.35110164,0.083333333
20962,2022,September,5,Jigsaw,Outside,VEM,1,,20,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,166.7059154,0.016666667
20963,2022,September,5,Jigsaw,Outside,VEM,1,,30,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,546.8880071,0.016666667
20964,2022,September,5,Jigsaw,Outside,VEM,1,,5,7,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,14.27724921,0.116666667
20965,2022,September,5,Jigsaw,Outside,VEM,1,,10,5,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,82.7231553,0.083333333
20966,2022,September,5,Jigsaw,Outside,VEM,1,,20,2,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,268.409368,0.033333333
20967,2022,September,5,Jigsaw,Outside,VEM,1,,5,2,Scarus_/_Sparisoma,Parrotfish,Herbivore,0.0121,3.028,3.164437621,0.033333333
20975,2022,September,5,Jigsaw,Outside,VEM,1,,20,1,Lutjanus_mahogoni,Snapper,Carnivore,0.0617,2.65,172.9874722,0.016666667
20969,2022,September,5,Jigsaw,Outside,VEM,1,,5,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,3.73685738,0.016666667
20970,2022,September,5,Jigsaw,Outside,VEM,1,,10,1,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,20.41423563,0.016666667
20971,2022,September,5,Jigsaw,Outside,VEM,1,,5,3,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,4.697719357,0.05
20972,2022,September,5,Jigsaw,Outside,VEM,1,,10,4,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,55.21537058,0.066666667
20973,2022,September,5,Jigsaw,Outside,VEM,1,,20,3,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,365.0525959,0.05
19896,2022,September,4,Marilyns Cut,Inside,ADC,1,,10,4,Chaetodon_capistratus,Butterflyfish,Corallivore,0.0234,3.19,144.9692355,0.066666667
19916,2022,September,4,Marilyns Cut,Inside,ADC,1,,40,4,Kyphosus_spp.,Chub,Carnivore,0.0138,3.03,3946.215985,0.066666667
19903,2022,September,4,Marilyns Cut,Inside,ADC,1,,20,4,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,489.3909827,0.066666667
19904,2022,September,4,Marilyns Cut,Inside,ADC,1,,30,2,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,863.5147951,0.033333333
19913,2022,September,4,Marilyns Cut,Inside,ADC,1,,60,1,Epinephelus_striatus,Grouper,Carnivore,0.0091,3.16,3784.420127,0.016666667
19914,2022,September,4,Marilyns Cut,Inside,ADC,1,,50,1,Epinephelus_striatus,Grouper,Carnivore,0.0091,3.16,2127.093625,0.016666667
19915,2022,September,4,Marilyns Cut,Inside,ADC,1,,50,1,Mycteroperca_tigris,Grouper,Carnivore,0.0135,3.12,2698.486079,0.016666667
19897,2022,September,4,Marilyns Cut,Inside,ADC,1,,5,3,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,6.798905257,0.05
19898,2022,September,4,Marilyns Cut,Inside,ADC,1,,10,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,37.28025867,0.033333333
19899,2022,September,4,Marilyns Cut,Inside,ADC,1,,20,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,306.6267952,0.033333333
19900,2022,September,4,Marilyns Cut,Inside,ADC,1,,5,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,5.585507382,0.05
19901,2022,September,4,Marilyns Cut,Inside,ADC,1,,5,4,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,11.48088131,0.066666667
19902,2022,September,4,Marilyns Cut,Inside,ADC,1,,30,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,546.8880071,0.016666667
19905,2022,September,4,Marilyns Cut,Inside,ADC,1,,40,1,Ocyurus_chrysurus,Snapper,Carnivore,0.0295,2.79,870.100447,0.016666667
19907,2022,September,4,Marilyns Cut,Inside,ADC,1,,5,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,3.73685738,0.016666667
19908,2022,September,4,Marilyns Cut,Inside,ADC,1,,30,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,1475.987594,0.033333333
19909,2022,September,4,Marilyns Cut,Inside,ADC,1,,30,1,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,493.8382921,0.016666667
19906,2022,September,4,Marilyns Cut,Inside,ADC,1,,40,1,Melichthys_niger,Triggerfish,Omnivore,0.0257,2.94,1318.224861,0.016666667
19910,2022,September,4,Marilyns Cut,Inside,ADC,1,,5,2,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,3.131812905,0.033333333
19911,2022,September,4,Marilyns Cut,Inside,ADC,1,,10,3,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,41.41152794,0.05
19912,2022,September,4,Marilyns Cut,Inside,ADC,1,,20,1,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,121.6841986,0.016666667
19935,2022,September,4,Marilyns Cut,Inside,ADC,2,,40,10,Kyphosus_spp.,Chub,Carnivore,0.0138,3.03,9865.539963,0.166666667
19934,2022,September,4,Marilyns Cut,Inside,ADC,2,,5,3,Stegastes_planifrons,Damselfish,Herbivore,0.02138,2.96,7.517616524,0.05
19925,2022,September,4,Marilyns Cut,Inside,ADC,2,,20,1,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,122.3477457,0.016666667
19926,2022,September,4,Marilyns Cut,Inside,ADC,2,,30,2,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,863.5147951,0.033333333
19932,2022,September,4,Marilyns Cut,Inside,ADC,2,,30,1,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,412.3344666,0.016666667
19933,2022,September,4,Marilyns Cut,Inside,ADC,2,,40,2,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,1949.155361,0.033333333
19917,2022,September,4,Marilyns Cut,Inside,ADC,2,,5,8,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,18.13041402,0.133333333
19918,2022,September,4,Marilyns Cut,Inside,ADC,2,,10,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,18.64012933,0.016666667
19919,2022,September,4,Marilyns Cut,Inside,ADC,2,,20,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,306.6267952,0.033333333
19920,2022,September,4,Marilyns Cut,Inside,ADC,2,,5,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,1.861835794,0.016666667
19921,2022,September,4,Marilyns Cut,Inside,ADC,2,,20,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,293.4001583,0.033333333
19922,2022,September,4,Marilyns Cut,Inside,ADC,2,,30,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,526.1599821,0.016666667
19923,2022,September,4,Marilyns Cut,Inside,ADC,2,,5,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,2.870220329,0.016666667
19924,2022,September,4,Marilyns Cut,Inside,ADC,2,,40,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,1270.483116,0.016666667
19929,2022,September,4,Marilyns Cut,Inside,ADC,2,,20,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,223.1431181,0.016666667
19927,2022,September,4,Marilyns Cut,Inside,ADC,2,,30,1,Melichthys_niger,Triggerfish,Omnivore,0.0257,2.94,565.8086886,0.016666667
19928,2022,September,4,Marilyns Cut,Inside,ADC,2,,40,1,Melichthys_niger,Triggerfish,Omnivore,0.0257,2.94,1318.224861,0.016666667
19930,2022,September,4,Marilyns Cut,Inside,ADC,2,,5,2,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,3.131812905,0.033333333
19931,2022,September,4,Marilyns Cut,Inside,ADC,2,,10,2,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,27.60768529,0.033333333
19944,2022,September,4,Marilyns Cut,Inside,ADC,3,,10,2,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,28.34149014,0.033333333
19945,2022,September,4,Marilyns Cut,Inside,ADC,3,,20,3,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,367.043237,0.05
19936,2022,September,4,Marilyns Cut,Inside,ADC,3,,5,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,4.532603504,0.033333333
19937,2022,September,4,Marilyns Cut,Inside,ADC,3,,30,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,1051.786353,0.033333333
19938,2022,September,4,Marilyns Cut,Inside,ADC,3,,5,4,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,7.447343176,0.066666667
19939,2022,September,4,Marilyns Cut,Inside,ADC,3,,20,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,146.7000791,0.016666667
19940,2022,September,4,Marilyns Cut,Inside,ADC,3,,30,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,526.1599821,0.016666667
19941,2022,September,4,Marilyns Cut,Inside,ADC,3,,5,2,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,5.740440657,0.033333333
19942,2022,September,4,Marilyns Cut,Inside,ADC,3,,30,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,546.8880071,0.016666667
19943,2022,September,4,Marilyns Cut,Inside,ADC,3,,40,2,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,2540.966232,0.033333333
19946,2022,September,4,Marilyns Cut,Inside,ADC,3,,40,1,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,1164.8,0.016666667
19947,2022,September,4,Marilyns Cut,Inside,ADC,3,,40,7,Ocyurus_chrysurus,Snapper,Carnivore,0.0295,2.79,6090.703129,0.116666667
19949,2022,September,4,Marilyns Cut,Inside,ADC,3,,20,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,446.2862362,0.033333333
19948,2022,September,4,Marilyns Cut,Inside,ADC,3,,30,1,Melichthys_niger,Triggerfish,Omnivore,0.0257,2.94,565.8086886,0.016666667
20534,2022,September,4,Marilyns Cut,Inside,JLR,1,,10,2,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,28.34149014,0.033333333
20535,2022,September,4,Marilyns Cut,Inside,JLR,1,,40,1,Epinephelus_striatus,Grouper,Carnivore,0.0091,3.16,1050.874769,0.016666667
20530,2022,September,4,Marilyns Cut,Inside,JLR,1,,10,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,33.05337854,0.033333333
20531,2022,September,4,Marilyns Cut,Inside,JLR,1,,5,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,2.870220329,0.016666667
20532,2022,September,4,Marilyns Cut,Inside,JLR,1,,20,2,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,333.4118308,0.033333333
20533,2022,September,4,Marilyns Cut,Inside,JLR,1,,10,2,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,33.08926212,0.033333333
20536,2022,September,4,Marilyns Cut,Inside,JLR,1,,20,1,Ocyurus_chrysurus,Snapper,Carnivore,0.0295,2.79,125.8043632,0.016666667
20538,2022,September,4,Marilyns Cut,Inside,JLR,1,,10,4,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,115.5061216,0.066666667
20537,2022,September,4,Marilyns Cut,Inside,JLR,1,,20,7,Melichthys_niger,Triggerfish,Omnivore,0.0257,2.94,1202.428747,0.116666667
20540,2022,September,4,Marilyns Cut,Inside,JLR,2,,20,1,Holacanthus_ciliaris,Angelfish,Omnivore,0.03311,2.88,184.8951708,0.016666667
