"","X","date","year","month","day","site","mpa","observer","transect","common_name","sizeclass","count","fish_spp","common_family","foodweb","a","b","biomass","density","Site_Name"
"10311",10311,"","1999",NA,NA,"Nancy's","Inside ",NA,14,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Paul's Anchor"
"10312",10312,"","1999",NA,NA,"Pauls Anchors","Inside ",NA,1,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Paul's Anchor"
"10313",10313,"","1999",NA,NA,"Pauls Anchors","Inside ",NA,2,"Yellowtail parrotfish",40,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2452.85102,0.066666667,"Paul's Anchor"
"10314",10314,"","1999",NA,NA,"Pauls Anchors","Inside ",NA,8,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Paul's Anchor"
"10315",10315,"","1999",NA,NA,"Pauls Anchors","Inside ",NA,8,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Paul's Anchor"
"10316",10316,"","1999",NA,NA,"Pauls Anchors","Inside ",NA,9,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"Paul's Anchor"
"10317",10317,"","1999",NA,NA,"Pauls Anchors","Inside ",NA,9,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Paul's Anchor"
"10318",10318,"","1999",NA,NA,"Sailfin","Outside",NA,1,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Sailfin Reef"
"10319",10319,"","1999",NA,NA,"Sailfin","Outside",NA,1,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Sailfin Reef"
"10320",10320,"","1999",NA,NA,"Sailfin","Outside",NA,4,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"Sailfin Reef"
"10321",10321,"","1999",NA,NA,"Sailfin","Outside",NA,5,"Yellowtail parrotfish",10,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,37.27778,0.066666667,"Sailfin Reef"
"10322",10322,"","1999",NA,NA,"Sailfin","Outside",NA,7,"Yellowtail parrotfish",50,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2406.07641,0.033333333,"Sailfin Reef"
"10323",10323,"","1999",NA,NA,"Sailfin","Outside",NA,8,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Sailfin Reef"
"10324",10324,"","1999",NA,NA,"Sailfin","Outside",NA,9,"Yellowtail parrotfish",10,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,37.27778,0.066666667,"Sailfin Reef"
"10325",10325,"","1999",NA,NA,"West Point","Outside",NA,1,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"West Point"
"10326",10326,"","1999",NA,NA,"West Point","Outside",NA,1,"Yellowtail parrotfish",40,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2452.85102,0.066666667,"West Point"
"10327",10327,"","1999",NA,NA,"West Point","Outside",NA,2,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"West Point"
"10328",10328,"","1999",NA,NA,"West Point","Outside",NA,2,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"West Point"
"10329",10329,"","1999",NA,NA,"West Point","Outside",NA,2,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"West Point"
"10330",10330,"","1999",NA,NA,"West Point","Outside",NA,3,"Yellowtail parrotfish",10,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,37.27778,0.066666667,"West Point"
"10331",10331,"","1999",NA,NA,"West Point","Outside",NA,3,"Yellowtail parrotfish",40,3,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,3679.27654,0.1,"West Point"
"10332",10332,"","1999",NA,NA,"West Point","Outside",NA,4,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"West Point"
"10333",10333,"","1999",NA,NA,"West Point","Outside",NA,4,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"West Point"
"10334",10334,"","1999",NA,NA,"West Point","Outside",NA,5,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"West Point"
"10335",10335,"","1999",NA,NA,"West Point","Outside",NA,5,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"West Point"
"10336",10336,"","1999",NA,NA,"West Point","Outside",NA,6,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"West Point"
"10337",10337,"","1999",NA,NA,"West Point","Outside",NA,6,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"West Point"
"10338",10338,"","1999",NA,NA,"West Point","Outside",NA,7,"Yellowtail parrotfish",30,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1028.85977,0.066666667,"West Point"
"10339",10339,"","1999",NA,NA,"West Point","Outside",NA,8,"Yellowtail parrotfish",40,3,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,3679.27654,0.1,"West Point"
"10340",10340,"","1999",NA,NA,"West Point","Outside",NA,9,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"West Point"
"10341",10341,"","1999",NA,NA,"West Point","Outside",NA,9,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"West Point"
"10342",10342,"","2006",NA,NA,"Grundy's Gardens","Inside ",NA,1,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Grundy's Gardens"
"10343",10343,"","2006",NA,NA,"Grundy's Gardens","Inside ",NA,5,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Grundy's Gardens"
"10344",10344,"","2006",NA,NA,"Grundy's Gardens","Inside ",NA,7,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Grundy's Gardens"
"10345",10345,"","2006",NA,NA,"Grundy's Gardens","Inside ",NA,8,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Grundy's Gardens"
"10346",10346,"","2006",NA,NA,"Grundy's Gardens","Inside ",NA,9,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Grundy's Gardens"
"10347",10347,"","2006",NA,NA,"Grundy's Gardens","Inside ",NA,9,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Grundy's Gardens"
"10348",10348,"","2006",NA,NA,"Grundy's Gardens","Inside ",NA,9,"Yellowtail parrotfish",50,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2406.07641,0.033333333,"Grundy's Gardens"
"10349",10349,"","2006",NA,NA,"Grundy's Gardens","Inside ",NA,10,"Yellowtail parrotfish",50,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,4812.15282,0.066666667,"Grundy's Gardens"
"10350",10350,"","2006",NA,NA,"Joy's Joy","Outside",NA,5,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Joy's Joy"
"10351",10351,"","2006",NA,NA,"Nancy's","Inside ",NA,10,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Paul's Anchor"
"10352",10352,"","2006",NA,NA,"Nancy's","Inside ",NA,10,"Yellowtail parrotfish",50,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2406.07641,0.033333333,"Paul's Anchor"
"10353",10353,"","2006",NA,NA,"Sailfin","Outside",NA,3,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Sailfin Reef"
"10354",10354,"","2006",NA,NA,"Snapshot","Outside",NA,3,"Yellowtail parrotfish",40,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2452.85102,0.066666667,"Snap Shot"
"10355",10355,"","2007",NA,NA,"Blacktip Tunnels","Outside",NA,1,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Blacktip Blvd."
"10356",10356,"","2007",NA,NA,"Coral City","Outside",NA,2,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Coral City"
"10357",10357,"","2007",NA,NA,"Coral City","Outside",NA,4,"Yellowtail parrotfish",50,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2406.07641,0.033333333,"Coral City"
"10358",10358,"","2007",NA,NA,"Jigsaw","Outside",NA,5,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Jigsaw Puzzle"
"10359",10359,"","2007",NA,NA,"Lucas Ledge","Outside",NA,6,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Luca's Ledges"
"10360",10360,"","2007",NA,NA,"Lucas Ledge","Outside",NA,9,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Luca's Ledges"
"10361",10361,"","2009",NA,NA,"Coral City","Outside",NA,1,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Coral City"
"10362",10362,"","2009",NA,NA,"Coral City","Outside",NA,1,"Yellowtail parrotfish",30,3,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1543.28966,0.1,"Coral City"
"10363",10363,"","2009",NA,NA,"Coral City","Outside",NA,2,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Coral City"
"10364",10364,"","2009",NA,NA,"Coral City","Outside",NA,6,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Coral City"
"10365",10365,"","2009",NA,NA,"Coral City","Outside",NA,8,"Yellowtail parrotfish",40,3,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,3679.27654,0.1,"Coral City"
"10366",10366,"","2009",NA,NA,"Coral City","Outside",NA,9,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Coral City"
"10367",10367,"","2009",NA,NA,"Coral City","Outside",NA,9,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Coral City"
"10368",10368,"","2009",NA,NA,"Coral City","Outside",NA,9,"Yellowtail parrotfish",40,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2452.85102,0.066666667,"Coral City"
"10369",10369,"","2009",NA,NA,"Coral City","Outside",NA,10,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Coral City"
"10370",10370,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,1,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Grundy's Gardens"
"10371",10371,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,1,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Grundy's Gardens"
"10372",10372,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,1,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Grundy's Gardens"
"10373",10373,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,2,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Grundy's Gardens"
"10374",10374,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,3,"Yellowtail parrotfish",40,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2452.85102,0.066666667,"Grundy's Gardens"
"10375",10375,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,4,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"Grundy's Gardens"
"10376",10376,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,4,"Yellowtail parrotfish",30,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1028.85977,0.066666667,"Grundy's Gardens"
"10377",10377,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,4,"Yellowtail parrotfish",40,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2452.85102,0.066666667,"Grundy's Gardens"
"10378",10378,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,4,"Yellowtail parrotfish",50,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2406.07641,0.033333333,"Grundy's Gardens"
"10379",10379,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,5,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Grundy's Gardens"
"10380",10380,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,6,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Grundy's Gardens"
"10381",10381,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,6,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Grundy's Gardens"
"10382",10382,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,8,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Grundy's Gardens"
"10383",10383,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,9,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"Grundy's Gardens"
"10384",10384,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,9,"Yellowtail parrotfish",30,3,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1543.28966,0.1,"Grundy's Gardens"
"10385",10385,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,10,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"Grundy's Gardens"
"10386",10386,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,10,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Grundy's Gardens"
"10387",10387,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,10,"Yellowtail parrotfish",40,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2452.85102,0.066666667,"Grundy's Gardens"
"10388",10388,"","2009",NA,NA,"Jigsaw","Outside",NA,6,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Jigsaw Puzzle"
"10389",10389,"","2009",NA,NA,"Jigsaw","Outside",NA,9,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Jigsaw Puzzle"
"10390",10390,"","2009",NA,NA,"Joy's Joy","Outside",NA,1,"Yellowtail parrotfish",10,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,37.27778,0.066666667,"Joy's Joy"
"10391",10391,"","2009",NA,NA,"Joy's Joy","Outside",NA,1,"Yellowtail parrotfish",50,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2406.07641,0.033333333,"Joy's Joy"
"10392",10392,"","2009",NA,NA,"Joy's Joy","Outside",NA,2,"Yellowtail parrotfish",30,4,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2057.71955,0.133333333,"Joy's Joy"
"10393",10393,"","2009",NA,NA,"Joy's Joy","Outside",NA,3,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Joy's Joy"
"10394",10394,"","2009",NA,NA,"Meadows","Inside ",NA,1,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"The Meadows"
"10395",10395,"","2009",NA,NA,"Meadows","Inside ",NA,1,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"The Meadows"
"10396",10396,"","2009",NA,NA,"Meadows","Inside ",NA,1,"Yellowtail parrotfish",50,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,4812.15282,0.066666667,"The Meadows"
"10397",10397,"","2009",NA,NA,"Meadows","Inside ",NA,2,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"The Meadows"
"10398",10398,"","2009",NA,NA,"Meadows","Inside ",NA,2,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"The Meadows"
"10399",10399,"","2009",NA,NA,"Meadows","Inside ",NA,2,"Yellowtail parrotfish",30,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1028.85977,0.066666667,"The Meadows"
"10400",10400,"","2009",NA,NA,"Meadows","Inside ",NA,3,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"The Meadows"
"10401",10401,"","2009",NA,NA,"Meadows","Inside ",NA,3,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"The Meadows"
"10402",10402,"","2009",NA,NA,"Meadows","Inside ",NA,3,"Yellowtail parrotfish",30,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1028.85977,0.066666667,"The Meadows"
"10403",10403,"","2009",NA,NA,"Meadows","Inside ",NA,4,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"The Meadows"
"10404",10404,"","2009",NA,NA,"Meadows","Inside ",NA,5,"Yellowtail parrotfish",20,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,302.38524,0.066666667,"The Meadows"
"10405",10405,"","2009",NA,NA,"Meadows","Inside ",NA,5,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"The Meadows"
"10406",10406,"","2009",NA,NA,"Meadows","Inside ",NA,5,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"The Meadows"
"10407",10407,"","2009",NA,NA,"Meadows","Inside ",NA,6,"Yellowtail parrotfish",10,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,37.27778,0.066666667,"The Meadows"
"10408",10408,"","2009",NA,NA,"Meadows","Inside ",NA,6,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"The Meadows"
"10409",10409,"","2009",NA,NA,"Meadows","Inside ",NA,6,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"The Meadows"
"10410",10410,"","2009",NA,NA,"Meadows","Inside ",NA,6,"Yellowtail parrotfish",50,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2406.07641,0.033333333,"The Meadows"
"10411",10411,"","2009",NA,NA,"Meadows","Inside ",NA,7,"Yellowtail parrotfish",30,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1028.85977,0.066666667,"The Meadows"
"10412",10412,"","2009",NA,NA,"Meadows","Inside ",NA,8,"Yellowtail parrotfish",20,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,302.38524,0.066666667,"The Meadows"
"10413",10413,"","2009",NA,NA,"Meadows","Inside ",NA,9,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"The Meadows"
"10414",10414,"","2009",NA,NA,"Meadows","Inside ",NA,9,"Yellowtail parrotfish",30,3,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1543.28966,0.1,"The Meadows"
"10415",10415,"","2009",NA,NA,"Meadows","Inside ",NA,9,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"The Meadows"
"10416",10416,"","2009",NA,NA,"Meadows","Inside ",NA,10,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"The Meadows"
"10417",10417,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,2,"Yellowtail parrotfish",30,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1028.85977,0.066666667,"Sailfin Miniwall"
"10418",10418,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,2,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Sailfin Miniwall"
"10419",10419,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,3,"Yellowtail parrotfish",20,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,302.38524,0.066666667,"Sailfin Miniwall"
"10420",10420,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,4,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Sailfin Miniwall"
"10421",10421,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,4,"Yellowtail parrotfish",30,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1028.85977,0.066666667,"Sailfin Miniwall"
"10422",10422,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,4,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Sailfin Miniwall"
"10423",10423,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,5,"Yellowtail parrotfish",30,12,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,6173.15864,0.4,"Sailfin Miniwall"
"10424",10424,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,5,"Yellowtail parrotfish",40,3,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,3679.27654,0.1,"Sailfin Miniwall"
"10425",10425,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,6,"Yellowtail parrotfish",50,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2406.07641,0.033333333,"Sailfin Miniwall"
"10426",10426,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,7,"Yellowtail parrotfish",30,5,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2572.14943,0.166666667,"Sailfin Miniwall"
"10427",10427,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,9,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"Sailfin Miniwall"
"10428",10428,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,9,"Yellowtail parrotfish",40,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,1226.42551,0.033333333,"Sailfin Miniwall"
"10429",10429,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,10,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Sailfin Miniwall"
"10430",10430,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,1,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Paul's Anchor"
"10431",10431,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,2,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Paul's Anchor"
"10432",10432,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,2,"Yellowtail parrotfish",50,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2406.07641,0.033333333,"Paul's Anchor"
"10433",10433,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,4,"Yellowtail parrotfish",20,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,151.19262,0.033333333,"Paul's Anchor"
"10434",10434,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,5,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"Paul's Anchor"
"10435",10435,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,5,"Yellowtail parrotfish",40,2,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,2452.85102,0.066666667,"Paul's Anchor"
"10436",10436,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,7,"Yellowtail parrotfish",10,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,18.63889,0.033333333,"Paul's Anchor"
"10437",10437,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,7,"Yellowtail parrotfish",30,1,"Sparisoma rubripinne","Parrotfish","Herbivore",0.0178,3.02,514.42989,0.033333333,"Paul's Anchor"
